inspection_id,batch_id,machine_id,line_id,factory_id,product_id,supplier_id,operator_id,inspection_date,inspector_id,sample_size,passed_samples,failed_samples,defect_type,defect_severity,measured_dimension_mm,inspection_result,estimated_quality_loss_inr
QIN014534,BAT005224,MCH0089,LIN017,FAC006,PRD0086,SUP0082,OPR0326,2024-08-19,INS018,135,127,8,Burr,Critical,50.569,Fail,15333.19
QIN014535,BAT047195,MCH0156,LIN017,FAC006,PRD0060,SUP0033,OPR0618,2023-01-28,INS020,48,48,0,No Defect,,49.968,Pass,0.0
QIN014536,BAT048344,MCH0427,LIN027,FAC009,PRD0045,SUP0195,OPR0321,2024-04-10,INS082,247,231,16,Porosity,Minor,50.457,Fail,18340.73
QIN014537,BAT022268,MCH0574,LIN029,FAC010,PRD0047,SUP0164,OPR0649,2023-07-25,INS065,37,34,3,Electrical Failure,Major,48.571,Fail,15944.1
QIN014538,BAT058508,MCH0475,LIN003,FAC001,PRD0035,SUP0182,OPR0171,2023-05-31,INS023,172,160,12,Surface Crack,Major,48.041,Fail,8578.16
QIN014539,BAT054180,MCH0497,LIN029,FAC010,PRD0040,SUP0160,OPR0467,2024-06-30,INS028,61,53,8,Discoloration,Minor,49.184,Fail,29654.9
QIN014540,BAT054035,MCH0567,LIN016,FAC006,PRD0042,SUP0179,OPR0009,2026-04-14,INS041,210,185,25,Porosity,Major,49.522,Fail,54896.36
QIN014541,BAT059317,MCH0368,LIN016,FAC006,PRD0037,SUP0032,OPR0382,2025-06-03,INS060,97,91,6,Porosity,Minor,50.842,Fail,1609.23
QIN014542,BAT011356,MCH0479,LIN007,FAC003,PRD0095,SUP0054,OPR0078,2024-10-10,INS006,91,87,4,Porosity,Critical,50.538,Fail,204.94
QIN014543,BAT004310,MCH0327,LIN009,FAC003,PRD0132,SUP0006,OPR0928,2026-02-14,INS054,196,171,25,Discoloration,Minor,49.752,Fail,62338.47
QIN014544,BAT000268,MCH0016,LIN009,FAC003,PRD0047,SUP0164,OPR0847,2024-08-26,INS078,156,142,14,Dimensional Error,Minor,49.042,Fail,8848.91
QIN014545,BAT017416,MCH0272,LIN002,FAC001,PRD0024,SUP0198,OPR0456,2024-02-22,INS038,178,161,17,Electrical Failure,Critical,50.915,Fail,11302.16
QIN014546,BAT036446,MCH0032,LIN023,FAC008,PRD0090,SUP0102,OPR0468,2024-04-19,INS024,73,61,12,Dimensional Error,Minor,48.917,Fail,10108.95
QIN014547,BAT023783,MCH0199,LIN008,FAC003,PRD0039,SUP0072,OPR0785,2023-07-30,INS037,142,132,10,Discoloration,Critical,49.589,Fail,9183.37
QIN014548,BAT029426,MCH0332,LIN025,FAC009,PRD0085,SUP0095,OPR0902,2026-01-30,INS042,238,206,32,Porosity,Minor,48.975,Fail,9349.76
QIN014549,BAT038660,MCH0225,LIN006,FAC002,PRD0025,SUP0074,OPR0367,2025-03-15,INS071,218,192,26,Porosity,Major,49.899,Fail,64565.91
QIN014550,BAT043188,MCH0062,LIN011,FAC004,PRD0057,SUP0025,OPR0392,2024-06-06,INS084,77,70,7,Surface Crack,Critical,49.193,Fail,4713.92
QIN014551,BAT002399,MCH0088,LIN015,FAC005,PRD0130,SUP0039,OPR0680,2025-01-11,INS039,240,215,25,Discoloration,Major,49.647,Fail,20845.52
QIN014552,BAT055568,MCH0500,LIN025,FAC009,PRD0046,SUP0113,OPR0594,2023-05-26,INS050,204,193,11,Surface Crack,Major,50.958,Fail,1033.91
QIN014553,BAT023146,MCH0198,LIN003,FAC001,PRD0015,SUP0154,OPR0007,2026-05-11,INS038,82,75,7,Electrical Failure,Minor,50.202,Fail,15297.35
QIN014554,BAT059685,MCH0453,LIN010,FAC004,PRD0088,SUP0146,OPR0340,2023-06-25,INS080,101,91,10,Electrical Failure,Minor,49.752,Fail,35866.5
QIN014555,BAT028803,MCH0228,LIN011,FAC004,PRD0044,SUP0171,OPR0873,2024-02-02,INS012,89,80,9,Burr,Minor,49.597,Fail,60081.95
QIN014556,BAT026724,MCH0460,LIN030,FAC010,PRD0115,SUP0151,OPR0812,2024-03-24,INS007,109,99,10,Dimensional Error,Major,48.207,Fail,55334.92
QIN014557,BAT031637,MCH0290,LIN027,FAC009,PRD0048,SUP0124,OPR0081,2023-04-17,INS073,95,86,9,Packaging Damage,Major,49.56,Fail,6552.6
QIN014558,BAT037549,MCH0069,LIN018,FAC006,PRD0066,SUP0061,OPR0288,2024-11-09,INS053,107,93,14,Packaging Damage,Minor,50.995,Fail,34468.73
QIN014559,BAT045239,MCH0468,LIN030,FAC010,PRD0141,SUP0138,OPR0338,2026-03-05,INS046,65,59,6,Misalignment,Minor,49.943,Fail,1777.16
QIN014560,BAT051874,MCH0268,LIN013,FAC005,PRD0146,SUP0045,OPR0457,2024-02-08,INS062,201,185,16,Misalignment,Minor,51.445,Fail,5374.79
QIN014561,BAT009894,MCH0280,LIN023,FAC008,PRD0087,SUP0082,OPR0752,2023-04-14,INS052,218,204,14,Packaging Damage,Minor,52.847,Fail,6770.84
QIN014562,BAT028771,MCH0337,LIN028,FAC010,PRD0047,SUP0164,OPR0030,2025-05-20,INS053,184,172,12,Burr,Major,51.019,Fail,3332.39
QIN014563,BAT027423,MCH0535,LIN025,FAC009,PRD0112,SUP0208,OPR0577,2023-11-29,INS077,179,162,17,Surface Crack,Major,49.477,Fail,3352.74
QIN014564,BAT018285,MCH0047,LIN026,FAC009,PRD0141,SUP0138,OPR0368,2023-05-20,INS018,185,163,22,Surface Crack,Critical,50.599,Fail,1265.2
QIN014565,BAT037650,MCH0015,LIN014,FAC005,PRD0120,SUP0092,OPR0795,2025-08-20,INS013,216,195,21,Packaging Damage,Major,50.875,Fail,14541.53
QIN014566,BAT015508,MCH0160,LIN018,FAC006,PRD0052,SUP0067,OPR0749,2023-09-19,INS087,222,193,29,Packaging Damage,Minor,49.575,Fail,10374.78
QIN014567,BAT022156,MCH0204,LIN002,FAC001,PRD0031,SUP0058,OPR0421,2023-08-08,INS023,190,172,18,Dimensional Error,Major,49.169,Fail,1349.24
QIN014568,BAT058350,MCH0592,LIN023,FAC008,PRD0072,SUP0059,OPR0268,2025-01-10,INS016,235,204,31,Electrical Failure,Minor,49.91,Fail,44279.16
QIN014569,BAT052783,MCH0459,LIN006,FAC002,PRD0053,SUP0092,OPR0826,2024-10-18,INS049,209,189,20,Surface Crack,Minor,48.991,Fail,21699.94
QIN014570,BAT006331,MCH0399,LIN028,FAC010,PRD0080,SUP0054,OPR0813,2023-02-10,INS015,167,150,17,Packaging Damage,Minor,50.066,Fail,418.16
QIN014571,BAT027711,MCH0079,LIN008,FAC003,PRD0133,SUP0051,OPR0436,2024-02-26,INS010,45,43,2,Electrical Failure,Minor,49.998,Pass,25165.5
QIN014572,BAT043158,MCH0482,LIN024,FAC008,PRD0102,SUP0052,OPR0029,2026-06-04,INS052,95,87,8,Porosity,Minor,50.024,Fail,1831.05
QIN014573,BAT035504,MCH0005,LIN010,FAC004,PRD0022,SUP0149,OPR0273,2023-04-22,INS088,60,56,4,Electrical Failure,Major,49.107,Fail,7659.15
QIN014574,BAT027631,MCH0189,LIN004,FAC002,PRD0048,SUP0124,OPR0127,2025-05-30,INS042,37,33,4,Misalignment,Major,48.883,Fail,13833.64
QIN014575,BAT014098,MCH0310,LIN029,FAC010,PRD0040,SUP0160,OPR0145,2024-04-10,INS037,47,45,2,Electrical Failure,Major,49.844,Pass,10462.98
QIN014576,BAT054881,MCH0456,LIN003,FAC001,PRD0138,SUP0097,OPR0412,2024-05-09,INS090,87,82,5,Dimensional Error,Minor,50.077,Fail,14225.3
QIN014577,BAT050493,MCH0421,LIN007,FAC003,PRD0038,SUP0071,OPR0710,2026-06-04,INS073,54,50,4,Packaging Damage,Minor,49.8,Fail,12138.46
QIN014578,BAT016734,MCH0273,LIN002,FAC001,PRD0018,SUP0091,OPR0415,2023-06-30,INS048,240,221,19,Surface Crack,Major,50.497,Fail,6098.68
QIN014579,BAT032571,MCH0416,LIN002,FAC001,PRD0034,SUP0123,OPR0348,2023-10-24,INS010,247,218,29,Misalignment,Minor,50.584,Fail,14420.78
QIN014580,BAT008294,MCH0586,LIN014,FAC005,PRD0036,SUP0002,OPR0783,2023-03-23,INS039,60,51,9,Packaging Damage,Critical,50.149,Fail,15214.17
QIN014581,BAT054462,MCH0232,LIN030,FAC010,PRD0090,SUP0102,OPR0076,2026-06-23,INS010,95,77,18,Dimensional Error,Minor,50.857,Fail,7575.62
QIN014582,BAT032719,MCH0219,LIN012,FAC004,PRD0029,SUP0108,OPR0290,2026-03-13,INS011,207,192,15,Electrical Failure,Minor,50.293,Fail,1467.93
QIN014583,BAT005618,MCH0044,LIN012,FAC004,PRD0079,SUP0023,OPR0424,2024-08-12,INS001,189,171,18,Discoloration,Major,50.017,Fail,42911.67
QIN014584,BAT055272,MCH0113,LIN015,FAC005,PRD0133,SUP0051,OPR0641,2025-05-09,INS018,42,41,1,Surface Crack,Critical,51.538,Fail,8439.44
QIN014585,BAT018323,MCH0049,LIN007,FAC003,PRD0088,SUP0146,OPR0213,2023-03-08,INS066,105,98,7,Misalignment,Minor,48.271,Fail,16549.02
QIN014586,BAT003679,MCH0244,LIN007,FAC003,PRD0059,SUP0079,OPR0218,2025-12-30,INS050,61,51,10,Surface Crack,Major,48.592,Fail,56904.51
QIN014587,BAT059625,MCH0394,LIN001,FAC001,PRD0025,SUP0074,OPR0496,2026-05-27,INS084,56,54,2,Porosity,Minor,49.88,Pass,1443.06
QIN014588,BAT051398,MCH0128,LIN027,FAC009,PRD0069,SUP0109,OPR0575,2025-06-27,INS030,198,172,26,Porosity,Minor,50.547,Fail,15597.04
QIN014589,BAT000219,MCH0483,LIN029,FAC010,PRD0056,SUP0009,OPR0515,2025-06-24,INS017,173,165,8,Misalignment,Minor,50.06,Pass,1102.16
QIN014590,BAT042862,MCH0092,LIN005,FAC002,PRD0021,SUP0089,OPR0725,2023-09-29,INS066,96,88,8,Surface Crack,Minor,49.895,Fail,6938.66
QIN014591,BAT035360,MCH0068,LIN009,FAC003,PRD0075,SUP0144,OPR0065,2023-06-28,INS032,124,116,8,Electrical Failure,Minor,49.713,Fail,17337.23
QIN014592,BAT055440,MCH0265,LIN011,FAC004,PRD0086,SUP0082,OPR0369,2026-01-15,INS078,34,31,3,Discoloration,Major,50.284,Fail,15774.05
QIN014593,BAT000565,MCH0072,LIN011,FAC004,PRD0094,SUP0110,OPR0411,2025-08-14,INS018,35,34,1,Discoloration,Critical,49.736,Fail,480.37
QIN014594,BAT037604,MCH0393,LIN019,FAC007,PRD0070,SUP0146,OPR0790,2026-04-20,INS045,225,192,33,Misalignment,Minor,49.585,Fail,2421.37
QIN014595,BAT032446,MCH0021,LIN007,FAC003,PRD0130,SUP0039,OPR0230,2025-07-11,INS055,36,31,5,Burr,Minor,50.774,Fail,22136.58
QIN014596,BAT041498,MCH0328,LIN024,FAC008,PRD0143,SUP0095,OPR0855,2023-08-11,INS036,207,196,11,Surface Crack,Critical,51.239,Fail,191.09
QIN014597,BAT038748,MCH0270,LIN013,FAC005,PRD0088,SUP0146,OPR0491,2025-01-05,INS024,66,61,5,Dimensional Error,Minor,50.591,Fail,8588.07
QIN014598,BAT025312,MCH0502,LIN011,FAC004,PRD0037,SUP0032,OPR0549,2025-09-25,INS082,56,50,6,Dimensional Error,Minor,50.566,Fail,85518.38
QIN014599,BAT035680,MCH0135,LIN015,FAC005,PRD0059,SUP0079,OPR0486,2025-01-16,INS006,165,148,17,Dimensional Error,Minor,50.298,Fail,37379.75
QIN014600,BAT023645,MCH0509,LIN021,FAC007,PRD0032,SUP0022,OPR0581,2025-01-22,INS051,36,35,1,Discoloration,Minor,49.749,Pass,597.89
QIN014601,BAT041254,MCH0401,LIN015,FAC005,PRD0002,SUP0183,OPR0363,2025-05-03,INS036,205,179,26,Surface Crack,Minor,50.372,Fail,71892.51
QIN014602,BAT003480,MCH0216,LIN028,FAC010,PRD0049,SUP0015,OPR0495,2025-03-07,INS027,58,54,4,Surface Crack,Major,49.249,Fail,11108.99
QIN014603,BAT053840,MCH0164,LIN029,FAC010,PRD0022,SUP0149,OPR0584,2025-05-31,INS027,227,222,5,Dimensional Error,Major,50.069,Pass,2696.64
QIN014604,BAT018798,MCH0442,LIN001,FAC001,PRD0144,SUP0057,OPR0623,2025-07-30,INS055,245,209,36,Discoloration,Minor,50.305,Fail,15568.21
QIN014605,BAT020926,MCH0185,LIN018,FAC006,PRD0094,SUP0110,OPR0516,2023-04-11,INS034,139,130,9,Dimensional Error,Minor,50.011,Fail,3549.48
QIN014606,BAT015178,MCH0378,LIN025,FAC009,PRD0086,SUP0082,OPR0917,2026-04-24,INS013,82,69,13,Burr,Major,50.491,Fail,11116.01
QIN014607,BAT053984,MCH0595,LIN028,FAC010,PRD0005,SUP0166,OPR0840,2023-11-25,INS001,79,71,8,Porosity,Minor,49.037,Fail,32616.36
QIN014608,BAT018037,MCH0014,LIN029,FAC010,PRD0046,SUP0113,OPR0085,2025-07-13,INS070,54,52,2,Porosity,Major,49.832,Pass,390.45
QIN014609,BAT029396,MCH0423,LIN009,FAC003,PRD0040,SUP0160,OPR0024,2026-01-29,INS029,113,87,26,Dimensional Error,Minor,50.806,Fail,113303.99
QIN014610,BAT059171,MCH0084,LIN022,FAC008,PRD0065,SUP0160,OPR0854,2023-12-11,INS078,51,43,8,Misalignment,Critical,49.607,Fail,21380.32
QIN014611,BAT042608,MCH0430,LIN016,FAC006,PRD0021,SUP0089,OPR0505,2025-01-23,INS028,35,33,2,Dimensional Error,Minor,49.428,Fail,2332.9
QIN014612,BAT057616,MCH0015,LIN014,FAC005,PRD0037,SUP0032,OPR0686,2023-10-01,INS017,49,47,2,Burr,Minor,50.087,Pass,3523.46
QIN014613,BAT001227,MCH0381,LIN011,FAC004,PRD0048,SUP0124,OPR0655,2026-01-29,INS023,39,33,6,Porosity,Major,49.732,Fail,10889.0
QIN014614,BAT006709,MCH0565,LIN024,FAC008,PRD0029,SUP0108,OPR0381,2025-01-23,INS006,116,105,11,Misalignment,Minor,49.887,Fail,5729.13
QIN014615,BAT029012,MCH0581,LIN004,FAC002,PRD0123,SUP0009,OPR0311,2026-03-31,INS034,200,175,25,Dimensional Error,Minor,50.71,Fail,3499.81
QIN014616,BAT047182,MCH0500,LIN025,FAC009,PRD0058,SUP0107,OPR0134,2023-12-05,INS006,194,182,12,Discoloration,Minor,50.936,Fail,6177.45
QIN014617,BAT035256,MCH0148,LIN009,FAC003,PRD0028,SUP0101,OPR0632,2025-09-05,INS026,133,127,6,Discoloration,Critical,50.203,Fail,690.46
QIN014618,BAT019476,MCH0221,LIN027,FAC009,PRD0089,SUP0132,OPR0835,2025-01-15,INS055,71,64,7,Burr,Minor,51.327,Fail,83294.34
QIN014619,BAT013042,MCH0026,LIN006,FAC002,PRD0022,SUP0149,OPR0349,2023-07-20,INS027,175,162,13,Surface Crack,Minor,49.802,Fail,13464.43
QIN014620,BAT016742,MCH0323,LIN027,FAC009,PRD0039,SUP0072,OPR0557,2023-02-15,INS067,243,216,27,Discoloration,Major,49.828,Fail,7191.83
QIN014621,BAT011058,MCH0422,LIN002,FAC001,PRD0108,SUP0110,OPR0671,2024-12-18,INS071,90,85,5,Packaging Damage,Major,51.859,Fail,19619.42
QIN014622,BAT016668,MCH0587,LIN024,FAC008,PRD0027,SUP0001,OPR0402,2023-02-05,INS069,165,155,10,Discoloration,Minor,50.222,Fail,1770.32
QIN014623,BAT006376,MCH0008,LIN015,FAC005,PRD0046,SUP0113,OPR0074,2025-03-16,INS071,70,66,4,Surface Crack,Minor,50.755,Fail,501.35
QIN014624,BAT028279,MCH0217,LIN009,FAC003,PRD0060,SUP0033,OPR0600,2024-03-31,INS047,100,92,8,Misalignment,Minor,49.516,Fail,2091.05
QIN014625,BAT022511,MCH0210,LIN004,FAC002,PRD0004,SUP0073,OPR0682,2024-10-26,INS016,43,42,1,Misalignment,Major,50.097,Pass,535.24
QIN014626,BAT006735,MCH0401,LIN015,FAC005,PRD0044,SUP0171,OPR0276,2025-07-23,INS066,126,109,17,Burr,Major,49.163,Fail,39886.96
QIN014627,BAT019712,MCH0120,LIN007,FAC003,PRD0045,SUP0195,OPR0945,2024-01-03,INS014,154,129,25,Surface Crack,Minor,50.588,Fail,37756.42
QIN014628,BAT046444,MCH0484,LIN019,FAC007,PRD0042,SUP0179,OPR0042,2024-10-29,INS085,50,46,4,Electrical Failure,Minor,50.731,Fail,13973.6
QIN014629,BAT019906,MCH0253,LIN016,FAC006,PRD0140,SUP0056,OPR0679,2024-02-11,INS061,181,148,33,Packaging Damage,Minor,50.721,Fail,76736.65
QIN014630,BAT044343,MCH0232,LIN030,FAC010,PRD0015,SUP0154,OPR0302,2023-12-06,INS041,178,170,8,Electrical Failure,Major,49.838,Pass,7927.01
QIN014631,BAT054847,MCH0280,LIN023,FAC008,PRD0046,SUP0113,OPR0546,2023-09-02,INS034,173,156,17,Packaging Damage,Minor,51.141,Fail,1186.77
QIN014632,BAT032317,MCH0018,LIN026,FAC009,PRD0085,SUP0095,OPR0888,2025-06-20,INS034,51,46,5,Dimensional Error,Minor,50.677,Fail,10577.52
QIN014633,BAT029278,MCH0475,LIN003,FAC001,PRD0021,SUP0089,OPR0468,2025-10-25,INS024,99,92,7,Porosity,Minor,51.39,Fail,4058.69
QIN014634,BAT044092,MCH0121,LIN008,FAC003,PRD0006,SUP0088,OPR0054,2023-10-14,INS089,128,113,15,Discoloration,Critical,49.197,Fail,2002.03
QIN014635,BAT016168,MCH0483,LIN029,FAC010,PRD0090,SUP0102,OPR0242,2024-11-25,INS003,32,30,2,Burr,Major,49.268,Fail,7651.43
QIN014636,BAT050260,MCH0524,LIN016,FAC006,PRD0078,SUP0141,OPR0965,2026-06-10,INS024,172,170,2,Discoloration,Minor,50.175,Pass,1133.67
QIN014637,BAT002953,MCH0036,LIN014,FAC005,PRD0085,SUP0095,OPR0953,2025-06-29,INS039,51,46,5,Electrical Failure,Major,50.355,Fail,8224.76
QIN014638,BAT013534,MCH0348,LIN017,FAC006,PRD0031,SUP0058,OPR0995,2024-08-28,INS028,122,116,6,Dimensional Error,Major,49.569,Pass,679.66
QIN014639,BAT034196,MCH0583,LIN027,FAC009,PRD0044,SUP0171,OPR0166,2025-06-07,INS010,216,197,19,Porosity,Major,50.621,Fail,30098.62
QIN014640,BAT039253,MCH0302,LIN016,FAC006,PRD0034,SUP0123,OPR0066,2024-12-12,INS078,206,166,40,Electrical Failure,Major,50.035,Fail,10432.29
QIN014641,BAT008555,MCH0073,LIN002,FAC001,PRD0119,SUP0079,OPR0626,2026-02-13,INS004,96,94,2,Porosity,Critical,49.644,Fail,1926.71
QIN014642,BAT024051,MCH0541,LIN019,FAC007,PRD0011,SUP0200,OPR0806,2023-11-18,INS035,230,199,31,Discoloration,Minor,50.745,Fail,49096.29
QIN014643,BAT001110,MCH0048,LIN024,FAC008,PRD0078,SUP0141,OPR0846,2025-03-19,INS073,58,54,4,Surface Crack,Minor,48.195,Fail,6854.39
QIN014644,BAT029768,MCH0093,LIN027,FAC009,PRD0001,SUP0143,OPR0048,2023-03-27,INS020,146,133,13,Porosity,Minor,50.676,Fail,53697.22
QIN014645,BAT012274,MCH0018,LIN026,FAC009,PRD0013,SUP0182,OPR0129,2024-06-26,INS008,201,188,13,Surface Crack,Major,49.579,Fail,439.88
QIN014646,BAT052088,MCH0427,LIN027,FAC009,PRD0052,SUP0067,OPR0111,2026-02-18,INS052,90,74,16,Electrical Failure,Major,50.291,Fail,10954.02
QIN014647,BAT005752,MCH0202,LIN009,FAC003,PRD0107,SUP0194,OPR0675,2025-12-16,INS016,235,217,18,Discoloration,Minor,49.188,Fail,4669.0
QIN014648,BAT017898,MCH0240,LIN015,FAC005,PRD0075,SUP0144,OPR0897,2024-06-07,INS070,172,158,14,Electrical Failure,Minor,51.538,Fail,19701.8
QIN014649,BAT003637,MCH0581,LIN004,FAC002,PRD0100,SUP0119,OPR0950,2025-12-25,INS003,98,93,5,Misalignment,Minor,50.348,Fail,3795.06
QIN014650,BAT057904,MCH0343,LIN003,FAC001,PRD0117,SUP0115,OPR0674,2025-01-08,INS026,166,151,15,Surface Crack,Major,50.444,Fail,2382.27
QIN014651,BAT012100,MCH0249,LIN006,FAC002,PRD0069,SUP0109,OPR0091,2025-05-18,INS041,121,105,16,Burr,Major,50.16,Fail,13005.23
QIN014652,BAT025199,MCH0581,LIN004,FAC002,PRD0034,SUP0123,OPR0363,2025-10-01,INS010,92,87,5,Burr,Minor,49.1,Fail,10086.91
QIN014653,BAT052377,MCH0139,LIN012,FAC004,PRD0085,SUP0095,OPR0929,2024-12-10,INS048,167,158,9,Misalignment,Critical,48.074,Fail,5512.55
QIN014654,BAT050357,MCH0186,LIN010,FAC004,PRD0143,SUP0095,OPR0532,2026-05-17,INS012,151,136,15,Surface Crack,Minor,50.38,Fail,3984.97
QIN014655,BAT050481,MCH0342,LIN026,FAC009,PRD0112,SUP0208,OPR0048,2024-12-21,INS024,157,130,27,Surface Crack,Major,49.31,Fail,17104.26
QIN014656,BAT047208,MCH0374,LIN013,FAC005,PRD0022,SUP0149,OPR0746,2024-06-13,INS090,222,191,31,Packaging Damage,Minor,50.759,Fail,34610.53
QIN014657,BAT013503,MCH0500,LIN025,FAC009,PRD0113,SUP0162,OPR0287,2024-05-15,INS078,61,51,10,Electrical Failure,Minor,49.859,Fail,36285.84
QIN014658,BAT013402,MCH0426,LIN009,FAC003,PRD0136,SUP0004,OPR0642,2025-12-23,INS020,215,188,27,Misalignment,Minor,51.404,Fail,1767.87
QIN014659,BAT055381,MCH0396,LIN028,FAC010,PRD0106,SUP0106,OPR0699,2023-09-02,INS036,210,197,13,Packaging Damage,Major,49.334,Fail,1238.47
QIN014660,BAT030358,MCH0341,LIN006,FAC002,PRD0010,SUP0035,OPR0956,2026-03-25,INS041,173,153,20,Electrical Failure,Minor,49.938,Fail,21222.14
QIN014661,BAT029942,MCH0154,LIN006,FAC002,PRD0030,SUP0031,OPR0029,2023-03-26,INS051,191,179,12,Packaging Damage,Minor,49.782,Fail,5027.53
QIN014662,BAT020513,MCH0366,LIN019,FAC007,PRD0050,SUP0014,OPR0247,2025-10-07,INS003,75,62,13,Discoloration,Minor,50.356,Fail,57105.78
QIN014663,BAT009511,MCH0136,LIN019,FAC007,PRD0102,SUP0052,OPR0863,2023-02-24,INS042,210,179,31,Packaging Damage,Major,49.97,Fail,4972.8
QIN014664,BAT039130,MCH0015,LIN014,FAC005,PRD0077,SUP0057,OPR0492,2026-01-24,INS059,176,159,17,Packaging Damage,Minor,49.892,Fail,6779.37
QIN014665,BAT012834,MCH0384,LIN021,FAC007,PRD0150,SUP0201,OPR0061,2025-09-30,INS041,57,54,3,Electrical Failure,Minor,50.644,Fail,3284.8
QIN014666,BAT052482,MCH0204,LIN002,FAC001,PRD0031,SUP0058,OPR0888,2024-05-17,INS070,59,56,3,Discoloration,Critical,49.544,Fail,2292.52
QIN014667,BAT002060,MCH0552,LIN012,FAC004,PRD0102,SUP0052,OPR0791,2024-04-11,INS060,243,209,34,Burr,Minor,50.083,Fail,13722.69
QIN014668,BAT048861,MCH0553,LIN013,FAC005,PRD0060,SUP0033,OPR0658,2023-10-27,INS077,155,128,27,Porosity,Minor,50.677,Fail,3028.34
QIN014669,BAT004267,MCH0191,LIN025,FAC009,PRD0084,SUP0143,OPR0041,2026-03-16,INS061,212,189,23,Electrical Failure,Minor,50.419,Fail,3504.05
QIN014670,BAT053952,MCH0371,LIN005,FAC002,PRD0078,SUP0141,OPR0803,2025-03-09,INS021,187,173,14,Porosity,Minor,49.719,Fail,22356.84
QIN014671,BAT020213,MCH0566,LIN010,FAC004,PRD0006,SUP0088,OPR0858,2025-08-26,INS021,71,57,14,Discoloration,Major,49.985,Fail,26429.29
QIN014672,BAT024818,MCH0086,LIN003,FAC001,PRD0124,SUP0095,OPR0663,2025-08-30,INS018,153,135,18,Dimensional Error,Minor,49.622,Fail,13427.55
QIN014673,BAT017851,MCH0493,LIN008,FAC003,PRD0064,SUP0146,OPR0319,2024-01-14,INS013,149,133,16,Electrical Failure,Critical,50.8,Fail,16663.52
QIN014674,BAT059300,MCH0203,LIN016,FAC006,PRD0067,SUP0038,OPR0940,2023-12-09,INS081,109,97,12,Discoloration,Minor,50.136,Fail,4275.74
QIN014675,BAT000354,MCH0082,LIN027,FAC009,PRD0098,SUP0016,OPR0765,2025-12-11,INS053,170,157,13,Dimensional Error,Major,49.858,Fail,13763.23
QIN014676,BAT001432,MCH0543,LIN019,FAC007,PRD0121,SUP0206,OPR0406,2025-05-02,INS066,39,35,4,Misalignment,Minor,50.5,Fail,3174.29
QIN014677,BAT046324,MCH0347,LIN015,FAC005,PRD0048,SUP0124,OPR0359,2025-05-09,INS052,218,184,34,Electrical Failure,Minor,50.461,Fail,41744.77
QIN014678,BAT037981,MCH0476,LIN023,FAC008,PRD0050,SUP0014,OPR0712,2023-07-04,INS037,186,181,5,Discoloration,Minor,49.429,Pass,7423.4
QIN014679,BAT048719,MCH0585,LIN026,FAC009,PRD0134,SUP0049,OPR0759,2024-10-28,INS049,226,209,17,Discoloration,Major,50.615,Fail,5144.5
QIN014680,BAT042511,MCH0392,LIN005,FAC002,PRD0070,SUP0146,OPR0202,2026-04-12,INS061,104,95,9,Porosity,Major,49.777,Fail,1454.53
QIN014681,BAT046842,MCH0514,LIN029,FAC010,PRD0144,SUP0057,OPR0148,2024-08-15,INS087,209,200,9,Porosity,Minor,49.924,Pass,5216.51
QIN014682,BAT002196,MCH0307,LIN024,FAC008,PRD0054,SUP0156,OPR0725,2023-12-19,INS067,52,46,6,Surface Crack,Major,50.178,Fail,4644.57
QIN014683,BAT041189,MCH0231,LIN008,FAC003,PRD0069,SUP0109,OPR0792,2026-02-18,INS079,48,44,4,Burr,Minor,50.886,Fail,11961.43
QIN014684,BAT053309,MCH0092,LIN005,FAC002,PRD0035,SUP0182,OPR0143,2026-03-19,INS041,53,49,4,Dimensional Error,Minor,51.109,Fail,26582.39
QIN014685,BAT010663,MCH0564,LIN015,FAC005,PRD0071,SUP0037,OPR0278,2023-06-03,INS013,162,137,25,Burr,Minor,49.57,Fail,20021.94
QIN014686,BAT038174,MCH0110,LIN002,FAC001,PRD0052,SUP0067,OPR0487,2026-06-20,INS036,33,26,7,Discoloration,Minor,50.198,Fail,79684.76
QIN014687,BAT019666,MCH0496,LIN024,FAC008,PRD0006,SUP0088,OPR0992,2024-10-15,INS081,210,188,22,Discoloration,Major,49.516,Fail,13200.88
QIN014688,BAT033288,MCH0153,LIN017,FAC006,PRD0133,SUP0051,OPR0448,2026-06-29,INS048,118,105,13,Packaging Damage,Minor,50.268,Fail,73816.4
QIN014689,BAT013210,MCH0429,LIN004,FAC002,PRD0064,SUP0146,OPR0223,2026-03-18,INS072,41,39,2,Burr,Minor,50.244,Pass,6530.69
QIN014690,BAT020628,MCH0447,LIN011,FAC004,PRD0043,SUP0116,OPR0119,2023-10-16,INS032,205,190,15,Misalignment,Minor,50.653,Fail,4622.62
QIN014691,BAT014613,MCH0200,LIN004,FAC002,PRD0148,SUP0058,OPR0617,2025-04-03,INS009,125,117,8,Discoloration,Minor,50.532,Fail,30976.08
QIN014692,BAT000153,MCH0503,LIN002,FAC001,PRD0106,SUP0106,OPR0352,2026-02-14,INS061,142,126,16,Porosity,Major,50.622,Fail,2659.7
QIN014693,BAT004965,MCH0531,LIN021,FAC007,PRD0032,SUP0022,OPR0587,2025-02-10,INS014,92,90,2,Misalignment,Minor,50.059,Pass,201.33
QIN014694,BAT043744,MCH0035,LIN005,FAC002,PRD0116,SUP0009,OPR0856,2025-01-07,INS043,88,76,12,Burr,Minor,51.217,Fail,1715.58
