work_order_id,machine_id,line_id,factory_id,linked_failure_event_id,scheduled_timestamp,completion_timestamp,maintenance_type,maintenance_reason,action_taken,maintenance_downtime_hours,parts_cost_inr,labor_cost_inr,total_maintenance_cost_inr,technician_id,work_order_status
MWO004552,MCH0036,LIN014,FAC005,,2023-10-23 00:00:32,2023-10-23 02:56:20,Preventive,Rising Temperature,Calibration,2.93,7744.06,5511.44,13255.5,TECH136,Completed
MWO004553,MCH0504,LIN008,FAC003,,2026-06-10 01:33:09,2026-06-10 06:57:45,Predictive,Rising Temperature,Alignment,5.41,3908.11,6030.24,9938.35,TECH077,Completed
MWO004554,MCH0008,LIN015,FAC005,,2023-05-15 23:20:51,2023-05-16 00:32:15,Preventive,Oil Degradation,Inspection,1.19,15387.72,2652.83,18040.55,TECH105,Completed
MWO004555,MCH0399,LIN028,FAC010,,2024-10-16 20:45:30,2024-10-16 21:06:30,Predictive,Calibration Due,Replace Component,0.35,3232.48,442.59,3675.07,TECH025,Completed
MWO004556,MCH0492,LIN009,FAC003,,2026-03-09 17:40:45,2026-03-09 20:00:33,Preventive,Scheduled Service,Calibration,2.33,26260.08,3923.12,30183.2,TECH048,Completed
MWO004557,MCH0125,LIN008,FAC003,,2024-03-04 06:09:06,2024-03-04 11:58:18,Predictive,High Vibration,Electrical Repair,5.82,1784.56,12269.2,14053.76,TECH063,Completed
MWO004558,MCH0288,LIN014,FAC005,,2024-10-31 04:07:58,2024-10-31 06:48:46,Preventive,High Vibration,Replace Component,2.68,31045.7,5427.28,36472.98,TECH069,Completed
MWO004559,MCH0140,LIN013,FAC005,,2024-03-13 02:42:12,2024-03-13 07:05:00,Predictive,Tool Wear,Electrical Repair,4.38,24893.42,9937.85,34831.27,TECH069,Completed
MWO004560,MCH0258,LIN026,FAC009,,2024-04-07 15:33:54,2024-04-07 17:15:18,Predictive,Scheduled Service,Electrical Repair,1.69,14176.36,3869.58,18045.94,TECH079,Completed
MWO004561,MCH0441,LIN020,FAC007,,2025-03-27 02:49:42,2025-03-27 03:52:42,Corrective,Tool Wear,Electrical Repair,1.05,36693.65,1658.61,38352.26,TECH102,Completed
MWO004562,MCH0399,LIN028,FAC010,,2024-04-30 02:17:57,2024-04-30 04:10:45,Preventive,Rising Temperature,Lubrication,1.88,10721.56,3628.97,14350.53,TECH001,Completed
MWO004563,MCH0039,LIN009,FAC003,,2024-04-14 01:33:46,2024-04-14 07:27:46,Preventive,Calibration Due,Replace Component,5.9,4389.77,11127.51,15517.28,TECH025,Cancelled
MWO004564,MCH0029,LIN002,FAC001,,2025-03-31 10:38:58,2025-03-31 11:45:34,Preventive,Scheduled Service,Lubrication,1.11,15916.4,1294.33,17210.73,TECH033,Completed
MWO004565,MCH0078,LIN001,FAC001,,2024-03-27 12:39:36,2024-03-27 16:04:12,Preventive,Oil Degradation,Alignment,3.41,20316.95,4210.41,24527.36,TECH086,In Progress
MWO004566,MCH0571,LIN020,FAC007,,2025-01-06 05:53:49,2025-01-06 12:13:01,Predictive,Tool Wear,Lubrication,6.32,23867.48,6901.55,30769.03,TECH042,Completed
MWO004567,MCH0580,LIN007,FAC003,,2023-09-07 19:35:24,2023-09-07 22:43:48,Predictive,Oil Degradation,Electrical Repair,3.14,45481.23,3767.13,49248.36,TECH042,Completed
MWO004568,MCH0153,LIN017,FAC006,,2024-11-28 12:45:36,2024-11-28 18:21:36,Corrective,Calibration Due,Inspection,5.6,25568.34,12473.44,38041.78,TECH112,Completed
MWO004569,MCH0075,LIN003,FAC001,,2025-12-29 14:33:24,2025-12-29 15:02:48,Preventive,Scheduled Service,Electrical Repair,0.49,7432.67,1030.2,8462.87,TECH025,Completed
MWO004570,MCH0080,LIN020,FAC007,,2024-08-25 11:07:29,2024-08-25 20:06:17,Predictive,Tool Wear,Replace Component,8.98,33475.93,20356.87,53832.8,TECH036,Completed
MWO004571,MCH0552,LIN012,FAC004,,2023-06-23 16:27:46,2023-06-23 18:01:58,Preventive,High Vibration,Inspection,1.57,26630.25,1715.96,28346.21,TECH083,Completed
MWO004572,MCH0526,LIN028,FAC010,,2024-01-27 13:29:28,2024-01-27 14:24:04,Predictive,Scheduled Service,Alignment,0.91,6241.6,1813.87,8055.47,TECH005,Completed
MWO004573,MCH0032,LIN023,FAC008,,2023-10-15 09:00:02,2023-10-15 14:18:38,Predictive,Calibration Due,Lubrication,5.31,20820.4,6198.59,27018.99,TECH071,In Progress
MWO004574,MCH0411,LIN006,FAC002,,2023-10-29 08:44:36,2023-10-29 13:34:24,Predictive,Scheduled Service,Electrical Repair,4.83,9377.74,9255.54,18633.28,TECH124,Completed
MWO004575,MCH0332,LIN025,FAC009,,2025-01-31 12:00:59,2025-01-31 16:06:23,Preventive,Tool Wear,Inspection,4.09,8562.09,9315.07,17877.16,TECH044,Completed
MWO004576,MCH0554,LIN028,FAC010,,2023-07-30 20:30:52,2023-07-30 21:52:28,Preventive,Scheduled Service,Alignment,1.36,15897.77,1897.0,17794.77,TECH068,Completed
MWO004577,MCH0397,LIN010,FAC004,,2025-07-12 00:21:48,2025-07-12 03:20:00,Corrective,Scheduled Service,Inspection,2.97,20196.38,3876.98,24073.36,TECH085,Completed
MWO004578,MCH0155,LIN022,FAC008,,2023-09-30 16:00:07,2023-09-30 23:07:55,Preventive,Calibration Due,Calibration,7.13,3556.86,8692.56,12249.42,TECH135,Completed
MWO004579,MCH0101,LIN022,FAC008,,2025-05-22 21:27:18,2025-05-23 00:02:06,Corrective,Scheduled Service,Lubrication,2.58,15937.86,3273.4,19211.26,TECH047,Completed
MWO004580,MCH0493,LIN008,FAC003,,2024-10-01 18:52:13,2024-10-02 00:04:13,Corrective,Calibration Due,Alignment,5.2,13780.95,9571.26,23352.21,TECH063,Completed
MWO004581,MCH0416,LIN002,FAC001,,2025-04-19 21:29:38,2025-04-19 23:57:14,Preventive,High Vibration,Calibration,2.46,8837.6,2648.35,11485.95,TECH022,Completed
MWO004582,MCH0488,LIN023,FAC008,,2025-04-23 02:59:02,2025-04-23 03:36:14,Predictive,Rising Temperature,Inspection,0.62,12553.33,613.38,13166.71,TECH115,Completed
MWO004583,MCH0313,LIN018,FAC006,,2023-08-29 11:24:52,2023-08-29 12:43:28,Corrective,High Vibration,Replace Component,1.31,46219.04,2645.78,48864.82,TECH012,Completed
MWO004584,MCH0217,LIN009,FAC003,,2023-06-07 04:36:14,2023-06-07 07:03:14,Predictive,Tool Wear,Electrical Repair,2.45,10488.09,5563.19,16051.28,TECH009,Completed
MWO004585,MCH0074,LIN001,FAC001,,2025-04-25 14:44:04,2025-04-25 16:55:28,Preventive,High Vibration,Electrical Repair,2.19,17966.58,2232.38,20198.96,TECH019,Completed
MWO004586,MCH0536,LIN030,FAC010,,2025-07-19 11:01:41,2025-07-19 17:40:41,Preventive,Rising Temperature,Alignment,6.65,10856.99,11075.0,21931.99,TECH083,Completed
MWO004587,MCH0326,LIN026,FAC009,,2024-06-12 20:10:15,2024-06-13 00:19:15,Corrective,Tool Wear,Inspection,4.15,39581.18,5035.71,44616.89,TECH100,Completed
MWO004588,MCH0533,LIN017,FAC006,,2025-08-08 23:16:27,2025-08-09 04:48:51,Preventive,Rising Temperature,Calibration,5.54,23552.32,11705.94,35258.26,TECH015,Completed
MWO004589,MCH0257,LIN013,FAC005,,2026-01-31 09:27:06,2026-01-31 09:41:30,Predictive,Oil Degradation,Inspection,0.24,10618.99,458.94,11077.93,TECH021,Completed
MWO004590,MCH0244,LIN007,FAC003,,2024-06-25 03:28:34,2024-06-25 05:08:10,Predictive,High Vibration,Electrical Repair,1.66,15443.33,1620.61,17063.94,TECH066,Completed
MWO004591,MCH0082,LIN027,FAC009,,2024-08-29 18:25:22,2024-08-30 05:52:58,Preventive,Scheduled Service,Lubrication,11.46,23649.52,23008.79,46658.31,TECH021,Completed
MWO004592,MCH0073,LIN002,FAC001,,2024-11-28 01:38:24,2024-11-28 08:22:12,Predictive,Scheduled Service,Electrical Repair,6.73,632.89,13534.2,14167.09,TECH125,In Progress
MWO004593,MCH0439,LIN026,FAC009,,2024-04-09 05:21:13,2024-04-09 11:04:25,Predictive,Rising Temperature,Electrical Repair,5.72,15957.32,7496.84,23454.16,TECH093,Completed
MWO004594,MCH0576,LIN020,FAC007,,2024-04-10 08:05:57,2024-04-10 19:52:45,Corrective,Oil Degradation,Alignment,11.78,4490.38,24790.27,29280.65,TECH092,Completed
MWO004595,MCH0395,LIN004,FAC002,,2024-04-16 16:36:50,2024-04-16 23:06:14,Predictive,High Vibration,Calibration,6.49,8417.52,6763.22,15180.74,TECH050,Completed
MWO004596,MCH0247,LIN026,FAC009,,2025-01-16 23:18:03,2025-01-17 00:23:27,Corrective,Rising Temperature,Alignment,1.09,8637.45,1059.83,9697.28,TECH127,Completed
MWO004597,MCH0297,LIN018,FAC006,,2026-06-05 20:29:30,2026-06-06 09:24:06,Predictive,Calibration Due,Calibration,12.91,5361.21,26432.17,31793.38,TECH064,Completed
MWO004598,MCH0166,LIN004,FAC002,,2023-10-16 20:06:37,2023-10-16 20:56:25,Predictive,Calibration Due,Lubrication,0.83,11788.32,1610.75,13399.07,TECH020,Completed
MWO004599,MCH0560,LIN024,FAC008,,2024-07-24 19:03:07,2024-07-24 22:37:55,Preventive,Calibration Due,Electrical Repair,3.58,7941.03,5127.42,13068.45,TECH040,Completed
MWO004600,MCH0040,LIN003,FAC001,,2024-07-01 21:29:50,2024-07-02 01:56:50,Predictive,Rising Temperature,Inspection,4.45,17813.36,7226.32,25039.68,TECH080,Completed
MWO004601,MCH0087,LIN028,FAC010,,2023-12-02 09:47:34,2023-12-02 16:55:22,Preventive,Rising Temperature,Electrical Repair,7.13,19674.76,8058.74,27733.5,TECH115,Completed
MWO004602,MCH0095,LIN022,FAC008,,2023-04-01 19:44:51,2023-04-01 21:46:39,Preventive,Oil Degradation,Replace Component,2.03,6085.24,2442.22,8527.46,TECH137,Completed
MWO004603,MCH0132,LIN018,FAC006,,2023-09-29 09:44:12,2023-09-29 20:55:00,Predictive,High Vibration,Replace Component,11.18,3629.68,18634.46,22264.14,TECH074,Completed
MWO004604,MCH0320,LIN011,FAC004,,2023-10-29 07:20:42,2023-10-29 12:12:18,Preventive,Rising Temperature,Inspection,4.86,5118.27,8955.75,14074.02,TECH087,Completed
MWO004605,MCH0077,LIN003,FAC001,,2025-10-19 22:44:52,2025-10-20 02:49:40,Predictive,Rising Temperature,Alignment,4.08,12375.31,4302.19,16677.5,TECH066,Completed
MWO004606,MCH0485,LIN007,FAC003,,2024-01-20 14:42:48,2024-01-20 18:20:00,Preventive,Calibration Due,Calibration,3.62,36703.79,7580.1,44283.89,TECH031,Completed
MWO004607,MCH0289,LIN010,FAC004,,2025-08-31 06:58:56,2025-08-31 08:12:08,Preventive,Calibration Due,Inspection,1.22,19564.67,1402.44,20967.11,TECH120,In Progress
MWO004608,MCH0287,LIN017,FAC006,,2024-03-05 11:07:12,2024-03-05 15:26:24,Preventive,High Vibration,Calibration,4.32,5979.5,4513.38,10492.88,TECH134,Completed
MWO004609,MCH0370,LIN029,FAC010,,2026-02-07 03:03:49,2026-02-07 03:23:01,Predictive,Oil Degradation,Lubrication,0.32,18338.2,753.35,19091.55,TECH069,Completed
MWO004610,MCH0409,LIN021,FAC007,,2023-02-15 07:13:49,2023-02-15 07:57:01,Predictive,High Vibration,Inspection,0.72,979.29,1133.66,2112.95,TECH109,Completed
MWO004611,MCH0188,LIN004,FAC002,,2023-08-18 14:55:38,2023-08-18 17:23:50,Predictive,Calibration Due,Calibration,2.47,44066.95,2721.2,46788.15,TECH030,Completed
MWO004612,MCH0402,LIN028,FAC010,,2023-08-16 11:41:39,2023-08-16 16:46:27,Preventive,Rising Temperature,Electrical Repair,5.08,11910.94,10581.43,22492.37,TECH036,Completed
MWO004613,MCH0328,LIN024,FAC008,,2025-03-16 17:33:32,2025-03-16 19:15:32,Preventive,High Vibration,Lubrication,1.7,24302.61,2955.91,27258.52,TECH113,Completed
MWO004614,MCH0022,LIN024,FAC008,,2024-04-08 19:41:44,2024-04-09 04:42:20,Predictive,High Vibration,Inspection,9.01,5841.43,18333.28,24174.71,TECH062,Completed
MWO004615,MCH0415,LIN008,FAC003,,2023-07-06 03:54:03,2023-07-06 07:41:27,Corrective,Tool Wear,Alignment,3.79,16261.58,3954.29,20215.87,TECH138,Completed
MWO004616,MCH0104,LIN004,FAC002,,2026-02-19 15:39:02,2026-02-20 00:09:02,Predictive,High Vibration,Alignment,8.5,6907.92,10695.02,17602.94,TECH103,Completed
MWO004617,MCH0391,LIN007,FAC003,,2025-01-16 08:39:15,2025-01-16 14:31:27,Predictive,Oil Degradation,Calibration,5.87,13260.7,10416.27,23676.97,TECH052,Completed
MWO004618,MCH0271,LIN005,FAC002,,2025-07-18 03:25:54,2025-07-18 04:34:54,Preventive,Rising Temperature,Calibration,1.15,8432.11,1468.65,9900.76,TECH041,Completed
MWO004619,MCH0077,LIN003,FAC001,,2026-01-10 14:51:41,2026-01-10 22:30:41,Predictive,Calibration Due,Lubrication,7.65,24272.81,8080.06,32352.87,TECH122,Completed
MWO004620,MCH0564,LIN015,FAC005,,2025-12-20 20:49:01,2025-12-20 21:00:25,Predictive,Oil Degradation,Replace Component,0.19,7658.83,289.83,7948.66,TECH030,Completed
MWO004621,MCH0230,LIN017,FAC006,,2026-01-09 17:29:26,2026-01-09 21:16:50,Predictive,Rising Temperature,Inspection,3.79,17398.33,8009.16,25407.49,TECH092,Completed
MWO004622,MCH0454,LIN022,FAC008,,2025-02-01 04:31:59,2025-02-01 06:58:23,Corrective,Tool Wear,Alignment,2.44,14428.18,2899.98,17328.16,TECH102,Completed
MWO004623,MCH0407,LIN018,FAC006,,2026-06-10 12:06:12,2026-06-10 14:06:12,Preventive,Tool Wear,Alignment,2.0,25339.82,4728.69,30068.51,TECH082,Completed
MWO004624,MCH0101,LIN022,FAC008,,2023-06-24 09:14:21,2023-06-24 11:24:33,Preventive,Oil Degradation,Inspection,2.17,9699.13,2725.29,12424.42,TECH094,Completed
MWO004625,MCH0127,LIN004,FAC002,,2025-12-09 18:38:01,2025-12-09 21:46:25,Preventive,Scheduled Service,Lubrication,3.14,17801.08,3375.99,21177.07,TECH042,Completed
MWO004626,MCH0188,LIN004,FAC002,,2025-01-05 09:51:19,2025-01-05 17:03:55,Predictive,High Vibration,Replace Component,7.21,11907.57,9828.84,21736.41,TECH041,Completed
MWO004627,MCH0221,LIN027,FAC009,,2025-09-02 10:29:28,2025-09-02 17:07:16,Preventive,Rising Temperature,Replace Component,6.63,20782.72,14431.0,35213.72,TECH057,Completed
MWO004628,MCH0288,LIN014,FAC005,,2023-05-05 19:15:22,2023-05-05 21:19:34,Preventive,Tool Wear,Inspection,2.07,23590.22,2513.27,26103.49,TECH116,Completed
MWO004629,MCH0353,LIN002,FAC001,,2023-02-05 07:57:23,2023-02-05 12:44:47,Preventive,Calibration Due,Calibration,4.79,13042.99,7043.42,20086.41,TECH140,Completed
MWO004630,MCH0047,LIN026,FAC009,,2025-01-27 22:39:13,2025-01-28 03:54:49,Predictive,High Vibration,Electrical Repair,5.26,10374.39,6281.24,16655.63,TECH117,Completed
MWO004631,MCH0297,LIN018,FAC006,,2024-09-11 10:19:16,2024-09-11 11:21:40,Predictive,Oil Degradation,Replace Component,1.04,29262.05,1878.05,31140.1,TECH110,Completed
MWO004632,MCH0549,LIN013,FAC005,,2023-01-25 13:32:11,2023-01-25 20:31:35,Preventive,Oil Degradation,Replace Component,6.99,9436.66,7557.16,16993.82,TECH115,Completed
MWO004633,MCH0228,LIN011,FAC004,,2024-07-15 20:32:52,2024-07-16 04:36:28,Corrective,Calibration Due,Inspection,8.06,67852.56,16599.95,84452.51,TECH071,Completed
MWO004634,MCH0157,LIN029,FAC010,,2025-12-03 02:29:36,2025-12-03 03:45:12,Predictive,Rising Temperature,Calibration,1.26,8491.33,2340.12,10831.45,TECH088,Completed
MWO004635,MCH0019,LIN029,FAC010,,2023-11-22 17:25:16,2023-11-22 22:27:04,Corrective,High Vibration,Lubrication,5.03,13340.82,11990.33,25331.15,TECH012,Completed
MWO004636,MCH0486,LIN029,FAC010,,2023-04-20 19:04:24,2023-04-20 21:58:24,Preventive,Calibration Due,Replace Component,2.9,20971.57,4697.4,25668.97,TECH140,Completed
MWO004637,MCH0037,LIN022,FAC008,,2023-09-21 08:16:15,2023-09-21 10:46:15,Preventive,Tool Wear,Electrical Repair,2.5,1240.26,5849.84,7090.1,TECH110,Completed
MWO004638,MCH0486,LIN029,FAC010,,2024-07-28 06:39:35,2024-07-28 13:16:47,Predictive,High Vibration,Inspection,6.62,27577.45,10003.32,37580.77,TECH108,Completed
MWO004639,MCH0478,LIN008,FAC003,,2026-06-19 16:14:22,2026-06-19 20:32:22,Preventive,Scheduled Service,Electrical Repair,4.3,5749.14,4340.74,10089.88,TECH058,Completed
MWO004640,MCH0126,LIN009,FAC003,,2025-11-20 15:44:51,2025-11-21 00:49:39,Predictive,High Vibration,Calibration,9.08,15286.33,13085.49,28371.82,TECH070,Completed
MWO004641,MCH0410,LIN016,FAC006,,2024-08-03 01:23:17,2024-08-03 01:55:41,Corrective,Scheduled Service,Calibration,0.54,19740.9,1282.77,21023.67,TECH039,Completed
MWO004642,MCH0082,LIN027,FAC009,,2023-09-26 08:00:18,2023-09-26 15:14:06,Preventive,Oil Degradation,Lubrication,7.23,16620.51,16008.23,32628.74,TECH108,Completed
MWO004643,MCH0332,LIN025,FAC009,,2024-05-09 19:25:42,2024-05-10 03:43:06,Predictive,Calibration Due,Electrical Repair,8.29,23087.8,18109.2,41197.0,TECH090,Completed
MWO004644,MCH0204,LIN002,FAC001,,2025-06-16 14:08:45,2025-06-16 15:23:09,Corrective,Oil Degradation,Electrical Repair,1.24,13557.44,2955.47,16512.91,TECH022,In Progress
MWO004645,MCH0215,LIN014,FAC005,,2024-01-26 15:24:39,2024-01-26 17:10:51,Preventive,Rising Temperature,Replace Component,1.77,5456.91,2838.0,8294.91,TECH073,Completed
MWO004646,MCH0565,LIN024,FAC008,,2026-04-17 11:10:38,2026-04-17 15:02:14,Preventive,Rising Temperature,Calibration,3.86,3218.87,8021.61,11240.48,TECH134,Completed
MWO004647,MCH0283,LIN027,FAC009,,2026-01-27 00:13:53,2026-01-27 09:22:53,Predictive,High Vibration,Calibration,9.15,22415.43,21544.88,43960.31,TECH058,Completed
MWO004648,MCH0201,LIN006,FAC002,,2024-05-17 06:56:55,2024-05-17 08:15:31,Preventive,Calibration Due,Replace Component,1.31,2196.03,2743.58,4939.61,TECH041,Completed
MWO004649,MCH0417,LIN001,FAC001,,2023-04-12 16:43:04,2023-04-12 19:02:16,Predictive,Rising Temperature,Lubrication,2.32,16604.87,5468.81,22073.68,TECH067,Completed
MWO004650,MCH0281,LIN027,FAC009,,2023-09-01 07:00:12,2023-09-01 18:17:00,Predictive,High Vibration,Lubrication,11.28,5789.01,10846.64,16635.65,TECH128,Completed
MWO004651,MCH0134,LIN006,FAC002,,2025-03-03 19:54:40,2025-03-04 02:07:52,Predictive,High Vibration,Electrical Repair,6.22,16711.06,10836.68,27547.74,TECH042,Completed
MWO004652,MCH0260,LIN005,FAC002,,2024-02-27 16:47:08,2024-02-27 22:34:32,Preventive,Rising Temperature,Electrical Repair,5.79,42183.55,8136.41,50319.96,TECH067,Completed
MWO004653,MCH0212,LIN030,FAC010,,2023-09-03 06:07:42,2023-09-03 14:15:30,Predictive,High Vibration,Calibration,8.13,18833.69,15676.79,34510.48,TECH041,Completed
MWO004654,MCH0333,LIN028,FAC010,,2025-01-17 16:33:51,2025-01-17 21:13:27,Preventive,Oil Degradation,Alignment,4.66,40075.28,6014.8,46090.08,TECH017,Completed
MWO004655,MCH0517,LIN005,FAC002,,2023-07-09 17:07:16,2023-07-09 20:15:04,Predictive,High Vibration,Inspection,3.13,19884.55,5177.65,25062.2,TECH139,Completed
MWO004656,MCH0478,LIN008,FAC003,,2025-02-02 16:21:24,2025-02-02 18:34:36,Preventive,Scheduled Service,Lubrication,2.22,39855.19,5285.47,45140.66,TECH090,Completed
MWO004657,MCH0220,LIN023,FAC008,,2025-02-07 10:06:19,2025-02-07 15:22:31,Preventive,Scheduled Service,Calibration,5.27,41255.22,10940.35,52195.57,TECH086,Completed
MWO004658,MCH0002,LIN009,FAC003,,2025-12-05 02:22:07,2025-12-05 10:06:31,Preventive,High Vibration,Inspection,7.74,6474.07,8486.57,14960.64,TECH003,Completed
MWO004659,MCH0529,LIN014,FAC005,,2026-06-11 09:20:45,2026-06-11 11:39:57,Predictive,Tool Wear,Alignment,2.32,30702.31,5564.39,36266.7,TECH140,Completed
MWO004660,MCH0051,LIN011,FAC004,,2024-04-17 06:07:35,2024-04-17 09:50:11,Corrective,Oil Degradation,Calibration,3.71,12428.65,6834.07,19262.72,TECH017,Completed
MWO004661,MCH0129,LIN003,FAC001,,2024-12-24 06:36:13,2024-12-24 09:14:01,Preventive,High Vibration,Replace Component,2.63,3029.5,4246.95,7276.45,TECH117,Completed
MWO004662,MCH0218,LIN007,FAC003,,2025-10-13 08:42:26,2025-10-13 14:47:50,Corrective,Scheduled Service,Lubrication,6.09,17929.67,10994.61,28924.28,TECH061,Completed
MWO004663,MCH0585,LIN026,FAC009,,2023-05-20 01:40:28,2023-05-20 08:41:40,Predictive,Rising Temperature,Inspection,7.02,16837.74,10145.44,26983.18,TECH070,Completed
MWO004664,MCH0114,LIN004,FAC002,,2025-06-19 04:26:34,2025-06-19 10:09:46,Preventive,Oil Degradation,Lubrication,5.72,19376.98,11019.24,30396.22,TECH113,Completed
MWO004665,MCH0174,LIN023,FAC008,,2023-06-02 21:19:40,2023-06-03 08:10:40,Predictive,Rising Temperature,Replace Component,10.85,19499.93,22162.35,41662.28,TECH085,Completed
MWO004666,MCH0152,LIN010,FAC004,,2025-04-01 20:37:07,2025-04-01 22:37:07,Preventive,Rising Temperature,Alignment,2.0,25679.99,2982.57,28662.56,TECH070,Completed
MWO004667,MCH0074,LIN001,FAC001,,2025-05-25 07:45:53,2025-05-25 11:26:05,Predictive,Tool Wear,Electrical Repair,3.67,10824.48,4219.83,15044.31,TECH053,Completed
MWO004668,MCH0482,LIN024,FAC008,,2025-06-14 23:04:39,2025-06-15 01:13:39,Preventive,Rising Temperature,Replace Component,2.15,14258.68,4381.89,18640.57,TECH033,Completed
MWO004669,MCH0415,LIN008,FAC003,,2024-08-06 12:22:21,2024-08-06 14:40:21,Preventive,Oil Degradation,Electrical Repair,2.3,25695.43,2330.18,28025.61,TECH112,Completed
MWO004670,MCH0309,LIN007,FAC003,,2024-10-10 12:15:21,2024-10-10 14:53:09,Predictive,Tool Wear,Lubrication,2.63,19754.05,3654.2,23408.25,TECH091,Completed
MWO004671,MCH0380,LIN003,FAC001,,2024-11-25 09:05:03,2024-11-25 13:41:39,Preventive,Oil Degradation,Replace Component,4.61,42421.8,6679.62,49101.42,TECH030,Completed
MWO004672,MCH0586,LIN014,FAC005,,2024-11-28 14:37:34,2024-11-28 22:01:34,Corrective,Oil Degradation,Replace Component,7.4,15884.0,14648.14,30532.14,TECH086,Completed
MWO004673,MCH0499,LIN017,FAC006,,2026-03-17 11:54:36,2026-03-17 17:23:24,Predictive,Scheduled Service,Alignment,5.48,7021.89,12384.17,19406.06,TECH096,Completed
MWO004674,MCH0230,LIN017,FAC006,,2024-10-14 06:18:16,2024-10-14 08:02:04,Preventive,Tool Wear,Alignment,1.73,8797.9,3918.53,12716.43,TECH134,Completed
MWO004675,MCH0274,LIN024,FAC008,,2023-12-29 16:23:11,2023-12-30 01:02:11,Preventive,Tool Wear,Calibration,8.65,7718.82,9694.42,17413.24,TECH125,Completed
MWO004676,MCH0442,LIN001,FAC001,,2023-04-09 06:50:28,2023-04-09 08:06:04,Preventive,Rising Temperature,Calibration,1.26,3510.51,2901.32,6411.83,TECH049,Completed
MWO004677,MCH0047,LIN026,FAC009,,2024-05-07 07:07:27,2024-05-07 12:17:03,Preventive,Oil Degradation,Inspection,5.16,14736.15,7918.01,22654.16,TECH044,Completed
MWO004678,MCH0360,LIN028,FAC010,,2026-03-14 17:25:33,2026-03-14 21:26:45,Preventive,Tool Wear,Calibration,4.02,16686.89,4658.73,21345.62,TECH070,Completed
MWO004679,MCH0411,LIN006,FAC002,,2025-11-28 20:01:01,2025-11-29 02:29:49,Preventive,Calibration Due,Replace Component,6.48,18621.67,12235.38,30857.05,TECH044,Completed
MWO004680,MCH0575,LIN008,FAC003,,2025-05-12 00:44:20,2025-05-12 03:15:32,Preventive,Oil Degradation,Calibration,2.52,820.72,2538.19,3358.91,TECH081,Completed
MWO004681,MCH0288,LIN014,FAC005,,2024-12-11 16:38:00,2024-12-11 21:44:36,Preventive,Oil Degradation,Electrical Repair,5.11,10054.27,7526.73,17581.0,TECH097,Completed
MWO004682,MCH0569,LIN014,FAC005,,2025-06-15 00:30:23,2025-06-15 01:56:47,Predictive,Oil Degradation,Lubrication,1.44,21419.63,3292.79,24712.42,TECH094,In Progress
MWO004683,MCH0312,LIN015,FAC005,,2025-02-27 05:02:17,2025-02-27 14:13:41,Predictive,Scheduled Service,Calibration,9.19,20984.01,16094.98,37078.99,TECH104,In Progress
MWO004684,MCH0275,LIN008,FAC003,,2025-07-09 08:08:40,2025-07-09 15:06:52,Predictive,Scheduled Service,Calibration,6.97,6929.72,7406.25,14335.97,TECH098,Completed
MWO004685,MCH0348,LIN017,FAC006,,2026-04-20 14:19:16,2026-04-20 22:01:16,Preventive,High Vibration,Alignment,7.7,7754.46,9670.96,17425.42,TECH090,Completed
MWO004686,MCH0305,LIN003,FAC001,,2026-03-31 21:11:33,2026-04-01 09:06:09,Predictive,Scheduled Service,Calibration,11.91,1637.94,25221.9,26859.84,TECH012,Completed
MWO004687,MCH0523,LIN023,FAC008,,2025-12-18 11:30:56,2025-12-18 11:39:56,Preventive,Calibration Due,Inspection,0.15,27569.05,224.04,27793.09,TECH033,Completed
MWO004688,MCH0324,LIN024,FAC008,,2023-12-09 10:50:28,2023-12-09 13:02:28,Preventive,Rising Temperature,Alignment,2.2,18225.15,2361.58,20586.73,TECH083,Completed
MWO004689,MCH0464,LIN002,FAC001,,2026-01-19 01:23:46,2026-01-19 02:02:46,Preventive,Tool Wear,Replace Component,0.65,8688.94,1555.91,10244.85,TECH105,Completed
MWO004690,MCH0561,LIN029,FAC010,,2023-11-29 18:36:34,2023-11-29 21:14:58,Corrective,Rising Temperature,Lubrication,2.64,37426.15,4183.46,41609.61,TECH088,Completed
MWO004691,MCH0236,LIN021,FAC007,,2023-01-01 18:47:25,2023-01-02 04:12:37,Preventive,Tool Wear,Lubrication,9.42,6729.86,19778.78,26508.64,TECH002,Completed
MWO004692,MCH0396,LIN028,FAC010,,2024-11-10 18:30:52,2024-11-10 18:59:04,Predictive,Oil Degradation,Alignment,0.47,2531.22,470.65,3001.87,TECH078,Completed
MWO004693,MCH0404,LIN007,FAC003,,2026-05-14 03:00:05,2026-05-14 03:55:17,Preventive,Oil Degradation,Alignment,0.92,19216.56,1864.63,21081.19,TECH107,Completed
MWO004694,MCH0338,LIN015,FAC005,,2024-10-09 05:24:54,2024-10-09 08:24:18,Preventive,Tool Wear,Electrical Repair,2.99,7839.71,3872.3,11712.01,TECH064,Completed
MWO004695,MCH0042,LIN016,FAC006,,2023-01-03 11:12:25,2023-01-03 12:10:37,Preventive,Rising Temperature,Alignment,0.97,19153.8,2148.35,21302.15,TECH010,Completed
MWO004696,MCH0138,LIN003,FAC001,,2024-01-06 19:57:30,2024-01-06 22:04:06,Preventive,Scheduled Service,Inspection,2.11,31354.08,3095.92,34450.0,TECH039,Completed
