failure_event_id,machine_id,line_id,factory_id,failure_timestamp,failure_mode,failure_severity,sensor_precursor_days,repair_duration_hours,estimated_failure_loss_inr,resolution_status
FLR001570,MCH0588,LIN006,FAC002,2025-03-01 11:19:46,Tool Wear,Critical,1,12.6,990775.56,Resolved
FLR001571,MCH0341,LIN006,FAC002,2024-05-29 15:46:59,Tool Wear,Minor,6,8.13,914850.46,Open
FLR001572,MCH0074,LIN001,FAC001,2023-12-09 12:44:45,Excessive Vibration,Major,5,16.74,1914353.3,Resolved
FLR001573,MCH0571,LIN020,FAC007,2023-12-01 19:57:22,Sensor Failure,Minor,6,2.23,96317.39,Resolved
FLR001574,MCH0553,LIN013,FAC005,2026-01-18 09:21:59,Lubrication Failure,Minor,3,1.83,132464.35,Resolved
FLR001575,MCH0498,LIN011,FAC004,2024-09-11 02:52:29,Bearing Failure,Critical,5,14.18,1384698.0,Open
FLR001576,MCH0344,LIN019,FAC007,2024-09-07 07:48:49,Excessive Vibration,Major,5,6.36,264939.61,Resolved
FLR001577,MCH0555,LIN021,FAC007,2025-06-09 13:12:39,Hydraulic Leak,Critical,4,27.95,1427351.93,Resolved
FLR001578,MCH0180,LIN011,FAC004,2024-03-06 07:13:44,Lubrication Failure,Major,3,2.65,316370.52,Resolved
FLR001579,MCH0299,LIN014,FAC005,2023-10-12 21:55:09,Excessive Vibration,Major,1,1.82,204224.64,Resolved
FLR001580,MCH0454,LIN022,FAC008,2024-04-13 00:13:11,Lubrication Failure,Minor,6,7.62,737982.43,Resolved
FLR001581,MCH0217,LIN009,FAC003,2025-04-14 01:40:37,Tool Wear,Minor,1,1.32,39143.17,Resolved
FLR001582,MCH0042,LIN016,FAC006,2023-05-20 13:52:25,Tool Wear,Minor,5,3.47,407975.75,Resolved
FLR001583,MCH0392,LIN005,FAC002,2024-01-22 20:46:22,Excessive Vibration,Major,5,14.1,581216.14,Resolved
FLR001584,MCH0584,LIN009,FAC003,2023-04-24 15:05:57,Lubrication Failure,Major,6,6.45,228463.66,Resolved
FLR001585,MCH0424,LIN022,FAC008,2024-12-15 17:27:52,Sensor Failure,Minor,5,14.0,1653076.82,Resolved
FLR001586,MCH0507,LIN006,FAC002,2025-06-16 18:20:42,Excessive Vibration,Major,4,8.01,786281.79,Resolved
FLR001587,MCH0513,LIN027,FAC009,2025-05-11 16:55:34,Sensor Failure,Minor,4,4.03,449740.65,Resolved
FLR001588,MCH0379,LIN027,FAC009,2025-02-20 12:10:00,Hydraulic Leak,Major,3,3.03,114161.21,Resolved
FLR001589,MCH0533,LIN017,FAC006,2025-05-14 07:56:59,Electrical Fault,Major,7,2.58,251181.21,Open
FLR001590,MCH0157,LIN029,FAC010,2024-07-17 21:12:54,Tool Wear,Minor,2,12.19,431020.03,Resolved
FLR001591,MCH0266,LIN021,FAC007,2024-12-14 00:47:57,Hydraulic Leak,Major,7,13.32,1537673.55,Resolved
FLR001592,MCH0153,LIN017,FAC006,2023-05-07 20:35:28,Sensor Failure,Major,5,2.22,170958.6,Resolved
FLR001593,MCH0366,LIN019,FAC007,2023-11-07 02:03:57,Tool Wear,Major,3,10.6,924788.66,Resolved
FLR001594,MCH0287,LIN017,FAC006,2023-08-18 03:30:24,Overheating,Major,5,8.06,208860.47,Resolved
FLR001595,MCH0474,LIN003,FAC001,2025-12-06 18:27:09,Overheating,Critical,2,12.62,891142.94,Resolved
FLR001596,MCH0515,LIN012,FAC004,2026-03-06 01:29:06,Electrical Fault,Minor,3,13.61,1412440.17,Open
FLR001597,MCH0062,LIN011,FAC004,2026-05-18 17:30:00,Electrical Fault,Minor,7,6.88,375768.4,Open
FLR001598,MCH0557,LIN030,FAC010,2025-10-03 07:37:51,Tool Wear,Minor,3,13.22,1045905.14,Open
FLR001599,MCH0370,LIN029,FAC010,2025-11-26 13:03:02,Hydraulic Leak,Critical,1,11.62,700182.84,Resolved
FLR001600,MCH0163,LIN007,FAC003,2024-03-03 13:23:51,Tool Wear,Major,7,1.82,133839.45,Open
FLR001601,MCH0437,LIN015,FAC005,2023-02-27 06:18:16,Hydraulic Leak,Minor,7,3.82,232877.22,Resolved
FLR001602,MCH0376,LIN005,FAC002,2025-05-23 19:06:12,Sensor Failure,Major,1,14.37,611036.35,Resolved
FLR001603,MCH0451,LIN013,FAC005,2024-04-02 08:45:42,Lubrication Failure,Minor,6,2.42,66945.04,Resolved
FLR001604,MCH0065,LIN005,FAC002,2024-11-04 06:50:02,Bearing Failure,Critical,5,12.11,789242.82,Resolved
FLR001605,MCH0032,LIN023,FAC008,2025-08-20 12:47:03,Overheating,Minor,3,9.05,706357.18,Resolved
FLR001606,MCH0349,LIN024,FAC008,2023-08-28 19:12:56,Lubrication Failure,Major,3,3.39,117182.59,Open
FLR001607,MCH0211,LIN018,FAC006,2026-06-06 12:01:48,Excessive Vibration,Minor,6,13.45,732563.47,Resolved
FLR001608,MCH0594,LIN016,FAC006,2024-12-27 04:06:23,Excessive Vibration,Major,5,11.13,1022505.54,Open
FLR001609,MCH0006,LIN013,FAC005,2024-08-15 03:22:16,Overheating,Minor,5,1.42,59519.92,Resolved
FLR001610,MCH0019,LIN029,FAC010,2024-07-02 13:45:21,Sensor Failure,Major,2,4.78,481101.85,Resolved
FLR001611,MCH0315,LIN015,FAC005,2023-09-07 08:34:03,Overheating,Major,7,10.53,287307.81,Resolved
FLR001612,MCH0283,LIN027,FAC009,2023-01-11 12:45:35,Electrical Fault,Major,4,27.55,2095841.26,Resolved
FLR001613,MCH0219,LIN012,FAC004,2026-03-02 12:19:47,Excessive Vibration,Major,1,9.84,264916.95,Resolved
FLR001614,MCH0531,LIN021,FAC007,2023-06-10 19:52:06,Tool Wear,Critical,4,21.24,1939683.4,Resolved
FLR001615,MCH0302,LIN016,FAC006,2024-12-13 03:05:48,Lubrication Failure,Major,6,12.62,331982.24,Resolved
FLR001616,MCH0549,LIN013,FAC005,2025-04-10 08:06:19,Sensor Failure,Minor,1,7.57,655901.19,Resolved
FLR001617,MCH0261,LIN017,FAC006,2026-03-30 10:47:40,Bearing Failure,Minor,3,2.02,126702.94,Open
FLR001618,MCH0522,LIN024,FAC008,2026-06-26 22:47:12,Lubrication Failure,Major,6,1.29,104907.44,Resolved
FLR001619,MCH0473,LIN022,FAC008,2025-08-04 23:15:48,Excessive Vibration,Critical,4,12.63,993064.16,Resolved
FLR001620,MCH0248,LIN028,FAC010,2023-04-08 13:08:52,Sensor Failure,Major,5,6.38,366471.26,Resolved
FLR001621,MCH0556,LIN013,FAC005,2023-01-21 14:08:35,Excessive Vibration,Major,5,1.77,62642.61,Resolved
FLR001622,MCH0568,LIN019,FAC007,2026-02-08 21:47:30,Electrical Fault,Major,7,0.5,55531.38,Open
FLR001623,MCH0115,LIN002,FAC001,2025-11-12 12:21:36,Overheating,Major,2,15.09,990260.03,Resolved
FLR001624,MCH0212,LIN030,FAC010,2025-02-25 19:21:00,Excessive Vibration,Critical,3,12.72,1221016.93,Resolved
FLR001625,MCH0057,LIN020,FAC007,2026-05-08 11:31:11,Bearing Failure,Major,7,6.9,405047.05,Resolved
FLR001626,MCH0312,LIN015,FAC005,2023-10-09 10:15:00,Sensor Failure,Major,2,1.24,71609.5,Resolved
FLR001627,MCH0070,LIN030,FAC010,2023-08-23 08:52:30,Hydraulic Leak,Major,7,16.28,1608548.25,Resolved
FLR001628,MCH0552,LIN012,FAC004,2025-12-16 04:22:32,Hydraulic Leak,Minor,1,5.08,306552.94,Resolved
FLR001629,MCH0190,LIN002,FAC001,2024-07-08 08:08:51,Bearing Failure,Major,3,4.45,327921.63,Resolved
FLR001630,MCH0323,LIN027,FAC009,2023-10-01 23:07:31,Bearing Failure,Major,4,2.34,62989.74,Open
FLR001631,MCH0059,LIN012,FAC004,2023-04-23 06:15:12,Overheating,Critical,5,14.04,1493207.41,Open
FLR001632,MCH0452,LIN026,FAC009,2024-09-03 15:35:46,Electrical Fault,Major,2,11.44,1242502.32,Resolved
FLR001633,MCH0134,LIN006,FAC002,2025-04-11 13:09:41,Tool Wear,Major,3,1.9,190110.17,Resolved
FLR001634,MCH0255,LIN005,FAC002,2024-12-31 16:53:54,Bearing Failure,Minor,4,11.77,1237863.93,Resolved
FLR001635,MCH0494,LIN001,FAC001,2026-06-24 18:43:57,Hydraulic Leak,Critical,4,14.28,1412217.95,Open
FLR001636,MCH0417,LIN001,FAC001,2024-11-28 21:10:09,Bearing Failure,Critical,6,13.2,1313803.43,Resolved
FLR001637,MCH0142,LIN023,FAC008,2025-08-30 04:05:04,Lubrication Failure,Critical,5,25.43,1689096.92,Resolved
FLR001638,MCH0257,LIN013,FAC005,2025-12-24 17:37:56,Hydraulic Leak,Major,3,10.15,1039121.0,Resolved
FLR001639,MCH0107,LIN010,FAC004,2023-09-07 11:59:04,Lubrication Failure,Minor,3,5.58,560394.65,Resolved
FLR001640,MCH0072,LIN011,FAC004,2024-07-15 03:30:29,Sensor Failure,Major,6,13.17,1395022.9,Resolved
FLR001641,MCH0163,LIN007,FAC003,2024-02-18 23:02:44,Tool Wear,Major,6,1.54,98854.15,Resolved
FLR001642,MCH0510,LIN023,FAC008,2025-02-10 05:25:38,Overheating,Major,2,5.73,549390.51,Resolved
FLR001643,MCH0233,LIN015,FAC005,2023-04-25 02:07:52,Excessive Vibration,Major,1,6.43,329875.91,Resolved
FLR001644,MCH0436,LIN013,FAC005,2023-02-09 08:07:54,Electrical Fault,Major,7,1.37,134979.4,Resolved
FLR001645,MCH0171,LIN006,FAC002,2023-11-29 10:56:56,Excessive Vibration,Critical,5,26.46,1758860.47,Resolved
FLR001646,MCH0064,LIN025,FAC009,2023-05-03 14:50:45,Hydraulic Leak,Minor,4,5.37,374745.0,Resolved
FLR001647,MCH0027,LIN014,FAC005,2025-03-30 13:57:46,Tool Wear,Major,2,6.86,801705.32,Resolved
FLR001648,MCH0063,LIN013,FAC005,2026-06-30 18:02:35,Electrical Fault,Minor,2,10.47,485264.03,Resolved
FLR001649,MCH0312,LIN015,FAC005,2026-05-28 17:20:24,Hydraulic Leak,Critical,5,16.31,751374.87,Open
FLR001650,MCH0148,LIN009,FAC003,2024-08-30 19:28:07,Tool Wear,Major,7,9.82,475806.27,Resolved
FLR001651,MCH0103,LIN030,FAC010,2025-06-04 06:18:40,Lubrication Failure,Minor,4,1.09,92619.48,Open
FLR001652,MCH0582,LIN013,FAC005,2025-01-28 07:24:30,Tool Wear,Major,4,12.86,401548.56,Resolved
FLR001653,MCH0574,LIN029,FAC010,2026-03-31 01:40:28,Electrical Fault,Critical,4,16.13,1326981.91,Open
FLR001654,MCH0412,LIN021,FAC007,2023-08-16 10:35:52,Bearing Failure,Critical,2,11.78,921124.95,Open
FLR001655,MCH0427,LIN027,FAC009,2024-04-26 23:02:48,Overheating,Major,6,32.77,2754425.39,Resolved
FLR001656,MCH0379,LIN027,FAC009,2024-02-08 00:03:43,Sensor Failure,Minor,7,6.16,157585.16,Resolved
FLR001657,MCH0337,LIN028,FAC010,2023-01-11 07:42:19,Bearing Failure,Minor,6,10.36,1144161.7,Resolved
FLR001658,MCH0484,LIN019,FAC007,2025-11-18 03:59:38,Lubrication Failure,Minor,6,19.5,942886.87,Resolved
FLR001659,MCH0254,LIN013,FAC005,2023-12-10 02:28:34,Excessive Vibration,Major,3,8.7,306264.82,Resolved
FLR001660,MCH0427,LIN027,FAC009,2025-03-06 15:44:15,Tool Wear,Minor,2,8.44,596432.04,Open
FLR001661,MCH0182,LIN025,FAC009,2025-12-25 03:29:45,Bearing Failure,Minor,7,5.54,340409.52,Resolved
FLR001662,MCH0552,LIN012,FAC004,2024-07-31 18:23:53,Sensor Failure,Major,7,11.38,1120268.49,Resolved
FLR001663,MCH0388,LIN011,FAC004,2025-04-20 17:18:59,Tool Wear,Major,1,7.6,315849.96,Open
FLR001664,MCH0241,LIN010,FAC004,2023-12-19 21:51:49,Hydraulic Leak,Minor,6,2.85,112137.25,Resolved
FLR001665,MCH0066,LIN011,FAC004,2025-03-07 12:51:19,Hydraulic Leak,Critical,7,15.78,493664.82,Resolved
FLR001666,MCH0282,LIN001,FAC001,2025-11-25 22:31:58,Overheating,Minor,3,2.27,138578.34,Resolved
FLR001667,MCH0598,LIN029,FAC010,2025-11-16 08:55:03,Electrical Fault,Major,2,5.43,445744.26,Resolved
FLR001668,MCH0152,LIN010,FAC004,2023-10-25 14:16:44,Lubrication Failure,Major,6,5.76,231479.54,Resolved
FLR001669,MCH0455,LIN030,FAC010,2023-09-10 12:50:30,Lubrication Failure,Critical,5,14.89,1633701.1,Open
FLR001670,MCH0221,LIN027,FAC009,2026-06-03 02:42:38,Sensor Failure,Major,6,5.04,600812.1,Resolved
FLR001671,MCH0041,LIN011,FAC004,2025-12-18 22:22:51,Lubrication Failure,Major,5,10.01,760827.28,Resolved
FLR001672,MCH0295,LIN020,FAC007,2023-01-17 08:11:34,Hydraulic Leak,Critical,1,17.27,624265.76,Resolved
FLR001673,MCH0215,LIN014,FAC005,2025-04-06 16:08:03,Excessive Vibration,Minor,4,1.89,90741.5,Open
FLR001674,MCH0380,LIN003,FAC001,2026-04-19 00:07:09,Hydraulic Leak,Major,1,5.39,247814.6,Resolved
FLR001675,MCH0192,LIN007,FAC003,2026-01-06 16:35:00,Tool Wear,Minor,4,1.17,34809.05,Resolved
FLR001676,MCH0487,LIN023,FAC008,2023-05-29 23:49:13,Overheating,Minor,6,9.23,782373.0,Open
FLR001677,MCH0346,LIN015,FAC005,2024-10-11 09:06:15,Electrical Fault,Major,2,2.9,327759.36,Resolved
FLR001678,MCH0067,LIN005,FAC002,2025-01-11 16:06:17,Sensor Failure,Major,7,3.35,345218.77,Resolved
FLR001679,MCH0308,LIN025,FAC009,2024-11-20 15:54:05,Overheating,Major,1,9.59,905149.08,Resolved
FLR001680,MCH0158,LIN027,FAC009,2026-05-29 06:44:42,Bearing Failure,Major,4,5.01,423882.91,Resolved
FLR001681,MCH0108,LIN027,FAC009,2024-12-19 15:49:08,Electrical Fault,Major,5,0.88,43726.66,Resolved
FLR001682,MCH0233,LIN015,FAC005,2024-05-17 23:03:17,Bearing Failure,Critical,6,14.82,787554.15,Resolved
FLR001683,MCH0537,LIN013,FAC005,2024-05-15 06:39:48,Lubrication Failure,Major,6,3.57,399290.2,Resolved
FLR001684,MCH0128,LIN027,FAC009,2026-03-07 02:09:05,Bearing Failure,Major,7,3.13,331808.8,Open
FLR001685,MCH0339,LIN019,FAC007,2024-02-13 03:36:18,Lubrication Failure,Minor,2,11.16,626671.46,Resolved
FLR001686,MCH0354,LIN005,FAC002,2023-09-27 21:53:27,Sensor Failure,Major,5,12.31,1124919.8,Resolved
FLR001687,MCH0596,LIN022,FAC008,2025-12-11 14:35:15,Bearing Failure,Critical,5,9.98,391906.06,Resolved
FLR001688,MCH0354,LIN005,FAC002,2026-02-23 03:11:27,Overheating,Critical,5,11.32,1192213.86,Resolved
FLR001689,MCH0068,LIN009,FAC003,2025-03-07 15:16:59,Tool Wear,Major,6,3.82,265218.06,Resolved
FLR001690,MCH0529,LIN014,FAC005,2024-03-17 02:16:17,Sensor Failure,Major,5,3.27,98281.67,Resolved
FLR001691,MCH0402,LIN028,FAC010,2024-09-11 05:55:29,Lubrication Failure,Major,7,5.84,220333.44,Resolved
FLR001692,MCH0269,LIN002,FAC001,2025-12-26 01:52:02,Tool Wear,Major,4,3.86,157540.24,Resolved
FLR001693,MCH0577,LIN009,FAC003,2026-01-16 06:56:55,Excessive Vibration,Major,1,6.37,376807.44,Resolved
FLR001694,MCH0011,LIN013,FAC005,2026-05-19 23:00:16,Lubrication Failure,Critical,2,23.5,1154711.03,Resolved
FLR001695,MCH0124,LIN013,FAC005,2024-06-14 21:57:03,Hydraulic Leak,Minor,4,9.38,839763.75,Resolved
FLR001696,MCH0038,LIN022,FAC008,2024-04-09 13:57:07,Bearing Failure,Major,4,12.16,380405.57,Resolved
FLR001697,MCH0457,LIN007,FAC003,2025-03-22 14:58:16,Lubrication Failure,Major,6,6.73,689225.17,Open
FLR001698,MCH0264,LIN030,FAC010,2024-07-31 01:33:21,Hydraulic Leak,Major,1,0.75,56131.78,Resolved
FLR001699,MCH0234,LIN001,FAC001,2024-02-19 07:23:04,Overheating,Minor,5,2.79,223005.61,Resolved
FLR001700,MCH0199,LIN008,FAC003,2025-07-16 18:12:38,Sensor Failure,Major,3,4.72,494997.25,Open
FLR001701,MCH0429,LIN004,FAC002,2024-02-09 23:05:19,Overheating,Major,6,9.94,327150.18,Resolved
FLR001702,MCH0427,LIN027,FAC009,2024-12-18 05:13:07,Hydraulic Leak,Major,5,14.2,725007.84,Resolved
FLR001703,MCH0042,LIN016,FAC006,2025-01-12 11:50:47,Lubrication Failure,Major,7,4.56,319915.3,Resolved
FLR001704,MCH0495,LIN009,FAC003,2025-08-29 04:28:45,Tool Wear,Major,7,1.87,121099.16,Resolved
FLR001705,MCH0043,LIN023,FAC008,2025-12-18 04:11:09,Electrical Fault,Major,1,4.22,303366.47,Resolved
FLR001706,MCH0385,LIN006,FAC002,2024-01-11 12:24:46,Lubrication Failure,Major,5,4.41,429135.98,Resolved
FLR001707,MCH0317,LIN021,FAC007,2024-09-06 09:34:06,Overheating,Minor,3,8.58,249091.82,Open
FLR001708,MCH0395,LIN004,FAC002,2024-05-04 07:03:11,Hydraulic Leak,Major,5,6.82,265616.64,Open
FLR001709,MCH0285,LIN007,FAC003,2024-04-10 13:51:15,Bearing Failure,Critical,7,16.2,1914896.72,Open
FLR001710,MCH0430,LIN016,FAC006,2025-11-26 17:47:06,Hydraulic Leak,Major,7,14.03,1680134.52,Resolved
FLR001711,MCH0145,LIN010,FAC004,2024-09-07 10:25:31,Hydraulic Leak,Minor,3,6.88,415649.98,Open
FLR001712,MCH0180,LIN011,FAC004,2025-04-10 12:07:18,Bearing Failure,Major,2,12.0,931148.27,Open
FLR001713,MCH0197,LIN001,FAC001,2024-03-02 05:58:47,Hydraulic Leak,Major,1,7.48,340153.14,Resolved
FLR001714,MCH0485,LIN007,FAC003,2024-04-23 17:15:44,Tool Wear,Major,5,5.6,442586.22,Resolved
FLR001715,MCH0025,LIN017,FAC006,2023-11-09 09:01:47,Bearing Failure,Minor,3,3.49,297263.63,Resolved
FLR001716,MCH0580,LIN007,FAC003,2023-06-17 18:01:32,Excessive Vibration,Minor,5,8.28,585732.41,Resolved
FLR001717,MCH0055,LIN029,FAC010,2023-01-14 05:49:09,Electrical Fault,Critical,6,10.33,395565.18,Open
FLR001718,MCH0590,LIN008,FAC003,2025-07-14 15:54:07,Hydraulic Leak,Minor,2,5.53,311564.71,Open
FLR001719,MCH0245,LIN030,FAC010,2023-02-23 05:59:38,Overheating,Critical,6,11.14,414541.1,Resolved
FLR001720,MCH0120,LIN007,FAC003,2024-11-24 06:55:29,Tool Wear,Major,3,20.98,1028909.68,Resolved
FLR001721,MCH0477,LIN007,FAC003,2025-10-28 15:39:16,Lubrication Failure,Critical,6,18.17,2046810.59,Open
FLR001722,MCH0063,LIN013,FAC005,2023-09-26 23:32:00,Lubrication Failure,Minor,3,7.56,295253.21,Resolved
FLR001723,MCH0510,LIN023,FAC008,2025-09-26 08:48:32,Overheating,Critical,5,20.67,2154228.58,Resolved
FLR001724,MCH0475,LIN003,FAC001,2023-04-12 22:31:00,Excessive Vibration,Minor,6,1.45,173965.19,Open
FLR001725,MCH0041,LIN011,FAC004,2025-12-31 20:25:20,Excessive Vibration,Critical,2,11.86,1395965.96,Resolved
FLR001726,MCH0145,LIN010,FAC004,2024-12-02 18:25:21,Lubrication Failure,Major,2,5.9,419002.53,Resolved
FLR001727,MCH0523,LIN023,FAC008,2023-09-08 17:21:36,Sensor Failure,Critical,4,14.28,873325.58,Resolved
FLR001728,MCH0208,LIN030,FAC010,2024-03-23 05:41:16,Sensor Failure,Critical,6,11.61,758716.65,Resolved
FLR001729,MCH0172,LIN008,FAC003,2025-05-23 09:00:24,Overheating,Major,5,1.36,42687.26,Resolved
FLR001730,MCH0438,LIN013,FAC005,2025-07-17 23:32:01,Lubrication Failure,Minor,1,7.59,894136.96,Resolved
FLR001731,MCH0463,LIN018,FAC006,2026-03-04 19:11:28,Sensor Failure,Minor,2,10.78,1288856.99,Resolved
FLR001732,MCH0473,LIN022,FAC008,2026-04-01 16:05:01,Hydraulic Leak,Major,6,11.95,436198.66,Open
FLR001733,MCH0523,LIN023,FAC008,2023-06-03 09:50:33,Lubrication Failure,Major,7,13.08,1430464.59,Resolved
FLR001734,MCH0228,LIN011,FAC004,2024-09-27 10:45:20,Lubrication Failure,Major,6,2.79,283159.87,Resolved
FLR001735,MCH0424,LIN022,FAC008,2025-06-29 06:38:34,Hydraulic Leak,Major,3,11.73,961020.74,Resolved
FLR001736,MCH0240,LIN015,FAC005,2023-03-07 18:53:21,Lubrication Failure,Major,2,12.57,818459.89,Open
FLR001737,MCH0008,LIN015,FAC005,2023-10-25 09:07:43,Overheating,Minor,2,2.05,80254.45,Resolved
FLR001738,MCH0474,LIN003,FAC001,2025-06-24 14:04:39,Overheating,Critical,4,12.55,1338816.04,Resolved
FLR001739,MCH0367,LIN007,FAC003,2026-06-19 23:15:45,Overheating,Major,5,8.24,985965.79,Resolved
FLR001740,MCH0072,LIN011,FAC004,2026-03-28 09:31:53,Hydraulic Leak,Minor,5,6.74,787925.97,Resolved
FLR001741,MCH0127,LIN004,FAC002,2025-09-24 09:29:52,Hydraulic Leak,Major,3,8.18,650177.82,Resolved
FLR001742,MCH0170,LIN002,FAC001,2023-08-22 23:58:19,Excessive Vibration,Major,1,2.24,206352.34,Resolved
FLR001743,MCH0006,LIN013,FAC005,2024-06-23 22:48:15,Lubrication Failure,Major,5,3.7,285716.89,Open
FLR001744,MCH0403,LIN002,FAC001,2024-07-11 11:56:39,Bearing Failure,Major,4,0.95,31359.39,Open
FLR001745,MCH0346,LIN015,FAC005,2024-11-08 13:09:21,Hydraulic Leak,Major,4,11.69,1252519.5,Resolved
FLR001746,MCH0552,LIN012,FAC004,2024-07-30 11:54:19,Excessive Vibration,Critical,1,14.4,1113998.42,Resolved
FLR001747,MCH0357,LIN029,FAC010,2025-01-31 18:56:10,Bearing Failure,Major,5,7.25,592378.64,Open
FLR001748,MCH0425,LIN014,FAC005,2023-02-11 04:16:47,Lubrication Failure,Critical,4,13.04,326954.2,Resolved
FLR001749,MCH0575,LIN008,FAC003,2025-01-30 21:58:56,Overheating,Major,2,5.87,225865.2,Resolved
FLR001750,MCH0121,LIN008,FAC003,2024-07-20 17:10:03,Overheating,Critical,4,11.54,763009.19,Resolved
FLR001751,MCH0453,LIN010,FAC004,2023-04-03 07:46:26,Electrical Fault,Critical,6,8.82,561108.7,Open
FLR001752,MCH0321,LIN029,FAC010,2024-09-08 10:48:43,Overheating,Major,1,3.39,290847.52,Resolved
FLR001753,MCH0251,LIN017,FAC006,2024-07-05 22:20:04,Tool Wear,Minor,7,1.19,43058.12,Open
FLR001754,MCH0179,LIN010,FAC004,2024-01-22 12:37:08,Overheating,Major,3,2.79,271990.57,Resolved
FLR001755,MCH0129,LIN003,FAC001,2024-07-27 13:09:21,Sensor Failure,Major,5,2.71,123153.97,Resolved
FLR001756,MCH0359,LIN019,FAC007,2024-08-02 20:33:39,Lubrication Failure,Major,7,4.69,146948.84,Open
FLR001757,MCH0213,LIN007,FAC003,2023-10-15 02:04:52,Overheating,Minor,3,5.16,131519.6,Resolved
FLR001758,MCH0482,LIN024,FAC008,2023-07-01 21:15:00,Tool Wear,Major,3,5.26,412249.23,Resolved
FLR001759,MCH0450,LIN022,FAC008,2023-07-03 05:21:55,Lubrication Failure,Minor,3,4.55,343843.48,Resolved
FLR001760,MCH0299,LIN014,FAC005,2023-03-07 00:24:08,Lubrication Failure,Critical,2,13.66,980158.41,Open
FLR001761,MCH0447,LIN011,FAC004,2025-11-30 04:04:23,Bearing Failure,Major,5,1.52,76601.89,Open
FLR001762,MCH0261,LIN017,FAC006,2025-11-17 03:09:44,Excessive Vibration,Major,6,10.19,634645.41,Open
FLR001763,MCH0353,LIN002,FAC001,2023-06-09 20:28:37,Hydraulic Leak,Major,4,8.9,471035.13,Resolved
FLR001764,MCH0369,LIN012,FAC004,2025-06-11 07:20:10,Excessive Vibration,Major,7,1.77,73810.36,Open
FLR001765,MCH0533,LIN017,FAC006,2026-06-09 11:08:29,Sensor Failure,Minor,7,9.64,515419.18,Resolved
FLR001766,MCH0055,LIN029,FAC010,2024-05-09 17:22:34,Sensor Failure,Major,4,1.44,109448.08,Resolved
FLR001767,MCH0545,LIN004,FAC002,2025-01-21 01:04:01,Sensor Failure,Major,1,9.23,418351.51,Resolved
FLR001768,MCH0454,LIN022,FAC008,2026-02-28 05:23:58,Overheating,Minor,7,8.5,798517.4,Open
FLR001769,MCH0004,LIN020,FAC007,2025-05-20 04:39:26,Tool Wear,Major,1,3.19,104930.05,Resolved
FLR001770,MCH0571,LIN020,FAC007,2023-11-07 21:36:07,Lubrication Failure,Minor,4,3.55,231479.85,Resolved
FLR001771,MCH0511,LIN004,FAC002,2025-01-16 09:56:24,Excessive Vibration,Minor,7,1.85,64219.61,Resolved
FLR001772,MCH0396,LIN028,FAC010,2024-09-09 03:34:55,Overheating,Major,4,6.95,459915.38,Open
FLR001773,MCH0066,LIN011,FAC004,2024-08-19 19:06:04,Bearing Failure,Minor,5,3.62,210503.96,Resolved
FLR001774,MCH0470,LIN002,FAC001,2023-07-16 08:56:30,Electrical Fault,Critical,1,19.87,1563739.89,Resolved
FLR001775,MCH0274,LIN024,FAC008,2024-07-25 01:31:20,Excessive Vibration,Critical,2,11.96,505934.98,Open
FLR001776,MCH0026,LIN006,FAC002,2025-12-15 10:17:33,Hydraulic Leak,Major,2,7.99,380249.76,Resolved
FLR001777,MCH0167,LIN020,FAC007,2024-02-27 09:20:41,Hydraulic Leak,Major,4,4.14,472412.0,Resolved
FLR001778,MCH0536,LIN030,FAC010,2025-07-25 20:59:41,Tool Wear,Critical,4,14.35,625729.28,Open
FLR001779,MCH0477,LIN007,FAC003,2024-04-01 16:59:19,Hydraulic Leak,Major,1,1.83,144665.63,Resolved
FLR001780,MCH0587,LIN024,FAC008,2023-10-31 20:42:23,Tool Wear,Critical,4,12.79,1002318.72,Resolved
FLR001781,MCH0326,LIN026,FAC009,2023-07-23 16:15:45,Sensor Failure,Critical,5,9.41,520120.87,Resolved
FLR001782,MCH0343,LIN003,FAC001,2023-09-13 12:23:26,Hydraulic Leak,Major,6,5.52,188709.01,Open
FLR001783,MCH0020,LIN001,FAC001,2023-11-12 04:16:27,Hydraulic Leak,Critical,3,23.74,2586990.83,Resolved
FLR001784,MCH0350,LIN021,FAC007,2024-02-29 07:08:30,Overheating,Critical,2,17.58,2006387.8,Open
FLR001785,MCH0140,LIN013,FAC005,2025-02-15 06:08:59,Sensor Failure,Critical,3,12.64,685770.9,Open
FLR001786,MCH0057,LIN020,FAC007,2025-05-02 01:03:03,Lubrication Failure,Critical,5,14.4,913353.81,Resolved
FLR001787,MCH0410,LIN016,FAC006,2024-05-16 09:18:58,Sensor Failure,Minor,5,7.62,441953.05,Open
FLR001788,MCH0228,LIN011,FAC004,2023-07-12 07:39:02,Tool Wear,Minor,3,3.69,398825.25,Resolved
FLR001789,MCH0092,LIN005,FAC002,2023-02-07 08:49:48,Lubrication Failure,Critical,5,18.45,1847064.63,Open
FLR001790,MCH0120,LIN007,FAC003,2026-06-16 15:39:40,Bearing Failure,Major,3,0.93,70690.72,Resolved
FLR001791,MCH0154,LIN006,FAC002,2023-04-15 03:54:15,Tool Wear,Major,7,5.7,309769.81,Resolved
FLR001792,MCH0138,LIN003,FAC001,2023-01-19 22:12:55,Hydraulic Leak,Minor,5,3.86,449785.73,Resolved
