downtime_event_id,machine_id,line_id,factory_id,linked_failure_event_id,linked_work_order_id,event_timestamp,downtime_cause,duration_hours,estimated_lost_units,estimated_loss_inr,resolution_status,impact_level
DTE004231,MCH0161,LIN008,FAC003,,MWO008446,2023-01-11 23:59:39,Quality Hold,3.25,377,396430.53,Resolved,High
DTE004232,MCH0078,LIN001,FAC001,FLR002643,MWO000427,2025-07-19 11:05:58,Tool Change,0.5,51,29172.42,Resolved,High
DTE004233,MCH0133,LIN013,FAC005,,MWO005883,2023-02-17 08:15:13,Power Failure,2.61,117,84056.05,Resolved,Low
DTE004234,MCH0267,LIN013,FAC005,,MWO008466,2025-09-16 11:16:40,Tool Change,8.99,1850,1016097.17,Resolved,High
DTE004235,MCH0208,LIN030,FAC010,,MWO004388,2024-12-28 10:07:47,Power Failure,0.78,166,107292.18,Resolved,Medium
DTE004236,MCH0208,LIN030,FAC010,FLR001728,MWO002058,2024-03-23 10:43:23,Tool Change,0.5,46,16855.77,Resolved,High
DTE004237,MCH0317,LIN021,FAC007,,MWO007662,2025-08-23 10:07:35,Power Failure,2.46,490,326448.14,Open,High
DTE004238,MCH0426,LIN009,FAC003,,MWO005646,2025-06-02 21:20:50,Changeover,4.32,961,1107155.96,Resolved,Critical
DTE004239,MCH0304,LIN026,FAC009,,MWO003119,2023-05-12 16:39:57,Tool Change,4.15,332,218293.09,Resolved,Low
DTE004240,MCH0178,LIN023,FAC008,,MWO004125,2025-05-14 23:26:08,Planned Maintenance,2.12,110,38152.49,Resolved,Medium
DTE004241,MCH0290,LIN027,FAC009,,MWO008337,2024-12-07 23:41:22,Changeover,3.0,362,243025.91,Resolved,High
DTE004242,MCH0216,LIN028,FAC010,FLR002279,MWO002676,2023-09-12 17:21:01,Tool Change,0.63,77,31681.86,Resolved,High
DTE004243,MCH0550,LIN019,FAC007,,MWO008515,2023-11-11 00:38:50,Changeover,4.22,907,373084.0,Resolved,Critical
DTE004244,MCH0139,LIN012,FAC004,,MWO003893,2024-02-27 11:04:26,Tool Change,0.29,23,21560.83,Resolved,Medium
DTE004245,MCH0218,LIN007,FAC003,FLR000748,MWO001914,2024-07-26 00:15:04,Planned Maintenance,7.83,1764,1259464.08,Resolved,Low
DTE004246,MCH0186,LIN010,FAC004,,MWO006782,2026-05-29 17:58:57,Changeover,5.03,560,612925.32,Resolved,Medium
DTE004247,MCH0413,LIN022,FAC008,,MWO010557,2025-05-30 10:35:19,Quality Hold,3.06,715,824516.21,Resolved,High
DTE004248,MCH0263,LIN018,FAC006,,MWO006392,2025-11-09 06:36:54,Planned Maintenance,1.48,352,218454.48,Resolved,Medium
DTE004249,MCH0539,LIN017,FAC006,,MWO011689,2024-10-08 03:34:28,Tool Change,3.04,439,288097.78,Resolved,Critical
DTE004250,MCH0395,LIN004,FAC002,FLR001708,MWO002946,2024-05-04 08:30:49,Material Shortage,5.81,1157,279738.76,Open,Critical
DTE004251,MCH0212,LIN030,FAC010,,MWO010066,2025-06-08 21:59:17,Changeover,1.39,160,42099.42,Resolved,Medium
DTE004252,MCH0081,LIN021,FAC007,,MWO003569,2025-11-04 22:13:16,Planned Maintenance,3.02,593,422292.02,Open,Low
DTE004253,MCH0596,LIN022,FAC008,,MWO008079,2026-02-27 04:02:05,Material Shortage,3.84,717,827010.87,Resolved,Medium
DTE004254,MCH0238,LIN007,FAC003,,MWO010666,2026-06-14 04:42:24,Material Shortage,6.2,1156,223470.89,Resolved,Medium
DTE004255,MCH0057,LIN020,FAC007,,MWO011683,2023-03-31 20:23:20,Planned Maintenance,6.9,1133,1135426.29,Resolved,Low
DTE004256,MCH0093,LIN027,FAC009,,MWO011394,2023-06-03 22:07:18,Changeover,3.36,358,309639.28,Resolved,Medium
DTE004257,MCH0573,LIN004,FAC002,,MWO005493,2023-01-24 11:36:08,Power Failure,8.42,1099,547934.42,Resolved,Low
DTE004258,MCH0427,LIN027,FAC009,,MWO009645,2026-04-24 20:42:50,Tool Change,3.03,186,55093.48,Resolved,High
DTE004259,MCH0140,LIN013,FAC005,,MWO004378,2024-05-07 21:16:49,Planned Maintenance,3.18,687,350759.21,Resolved,High
DTE004260,MCH0351,LIN021,FAC007,,MWO008634,2023-07-30 17:01:34,Material Shortage,7.66,1587,1504966.83,Resolved,Low
DTE004261,MCH0321,LIN029,FAC010,FLR001387,MWO000154,2025-01-13 15:53:03,Quality Hold,1.73,399,455739.37,Resolved,Critical
DTE004262,MCH0489,LIN003,FAC001,,MWO006563,2023-05-10 22:46:38,Planned Maintenance,3.7,550,287199.83,Resolved,Medium
DTE004263,MCH0523,LIN023,FAC008,,MWO008483,2023-02-10 02:32:28,Power Failure,1.51,223,164549.62,Resolved,High
DTE004264,MCH0349,LIN024,FAC008,FLR000994,MWO000866,2025-05-16 10:23:04,Planned Maintenance,6.88,1274,1324572.49,Resolved,High
DTE004265,MCH0514,LIN029,FAC010,,MWO011688,2026-01-13 07:55:30,Material Shortage,1.68,122,81218.09,Resolved,Medium
DTE004266,MCH0243,LIN001,FAC001,FLR000202,MWO000505,2023-03-19 23:55:08,Quality Hold,0.37,61,34159.72,Resolved,Medium
DTE004267,MCH0250,LIN007,FAC003,,MWO005524,2024-07-20 03:42:02,Planned Maintenance,5.82,863,288544.43,Resolved,Medium
DTE004268,MCH0536,LIN030,FAC010,,MWO009167,2025-10-03 07:48:55,Tool Change,5.15,1183,1073632.21,Resolved,Medium
DTE004269,MCH0353,LIN002,FAC001,,MWO007299,2025-03-06 10:46:46,Changeover,3.63,587,385909.93,Resolved,Medium
DTE004270,MCH0039,LIN009,FAC003,,MWO007124,2024-10-30 06:44:14,Changeover,2.85,473,306388.23,Resolved,Medium
DTE004271,MCH0454,LIN022,FAC008,,MWO005669,2023-09-23 02:45:50,Quality Hold,7.37,922,166586.25,Resolved,Critical
DTE004272,MCH0169,LIN003,FAC001,FLR001392,MWO000980,2026-01-31 22:07:47,Power Failure,1.17,248,152545.55,Resolved,Low
DTE004273,MCH0568,LIN019,FAC007,,MWO006018,2026-06-01 07:14:56,Power Failure,3.37,243,287661.18,Resolved,High
DTE004274,MCH0282,LIN001,FAC001,FLR001666,MWO002258,2025-11-26 01:59:51,Planned Maintenance,1.91,179,115109.33,Resolved,Medium
DTE004275,MCH0053,LIN007,FAC003,,MWO005097,2026-02-08 07:54:00,Planned Maintenance,3.11,349,218137.63,Resolved,High
DTE004276,MCH0545,LIN004,FAC002,FLR000367,MWO001248,2024-04-04 08:03:26,Quality Hold,7.27,1410,459702.31,Resolved,Medium
DTE004277,MCH0162,LIN014,FAC005,,MWO005857,2024-03-23 19:47:48,Tool Change,6.71,1359,940855.78,Resolved,Medium
DTE004278,MCH0300,LIN002,FAC001,,MWO009322,2024-02-04 12:34:27,Changeover,4.88,440,363636.98,Resolved,High
DTE004279,MCH0510,LIN023,FAC008,,MWO003342,2023-04-10 05:40:56,Changeover,3.46,789,167973.62,Resolved,High
DTE004280,MCH0442,LIN001,FAC001,FLR002697,MWO001976,2025-09-10 19:15:35,Power Failure,7.24,1516,430579.83,Resolved,High
DTE004281,MCH0384,LIN021,FAC007,,MWO004697,2025-08-14 15:47:48,Changeover,1.81,342,369668.35,Resolved,Low
DTE004282,MCH0448,LIN016,FAC006,,MWO007321,2024-04-25 22:49:35,Material Shortage,5.02,845,628204.07,Open,High
DTE004283,MCH0595,LIN028,FAC010,FLR000399,MWO002053,2026-02-01 22:59:31,Changeover,0.58,44,14835.48,Resolved,Medium
DTE004284,MCH0480,LIN019,FAC007,FLR001916,MWO002451,2023-09-05 08:38:42,Quality Hold,3.54,699,778457.77,Resolved,Medium
DTE004285,MCH0230,LIN017,FAC006,,MWO009740,2026-04-21 10:37:49,Quality Hold,0.53,79,52156.39,Resolved,Medium
DTE004286,MCH0228,LIN011,FAC004,,MWO011154,2024-05-27 18:20:46,Quality Hold,3.42,388,73554.45,Resolved,Medium
DTE004287,MCH0252,LIN027,FAC009,,MWO009060,2023-08-08 08:24:37,Power Failure,4.26,442,327468.57,Resolved,High
DTE004288,MCH0420,LIN015,FAC005,,MWO004231,2026-01-03 21:52:41,Power Failure,4.93,834,503967.94,Open,High
DTE004289,MCH0041,LIN011,FAC004,FLR001671,MWO000642,2025-12-19 01:51:21,Planned Maintenance,1.31,286,294969.79,Resolved,Medium
DTE004290,MCH0090,LIN018,FAC006,,MWO005691,2025-08-29 11:40:47,Power Failure,2.31,430,231433.73,Resolved,Medium
DTE004291,MCH0318,LIN006,FAC002,,MWO004429,2023-04-26 00:13:30,Power Failure,0.57,130,57606.53,Resolved,Medium
DTE004292,MCH0241,LIN010,FAC004,,MWO005680,2024-12-12 15:38:48,Quality Hold,0.89,107,37005.22,Resolved,Medium
DTE004293,MCH0242,LIN001,FAC001,,MWO006979,2025-02-04 02:30:55,Planned Maintenance,4.19,584,97191.47,Resolved,Medium
DTE004294,MCH0240,LIN015,FAC005,FLR001736,MWO000720,2023-03-08 00:00:06,Planned Maintenance,0.68,120,127089.87,Resolved,Low
DTE004295,MCH0014,LIN029,FAC010,,MWO008859,2023-05-06 11:06:14,Changeover,2.0,224,213613.71,Resolved,Low
DTE004296,MCH0298,LIN016,FAC006,,MWO005849,2023-06-18 08:27:42,Changeover,5.36,544,233075.54,Resolved,Critical
DTE004297,MCH0481,LIN004,FAC002,,MWO009551,2024-06-08 02:02:49,Power Failure,4.09,177,52418.42,Open,Medium
DTE004298,MCH0006,LIN013,FAC005,FLR001609,MWO001880,2024-08-15 08:24:19,Material Shortage,2.68,232,246217.21,Resolved,High
DTE004299,MCH0343,LIN003,FAC001,,MWO011213,2025-01-05 13:43:17,Planned Maintenance,8.76,401,157449.77,Resolved,High
DTE004300,MCH0002,LIN009,FAC003,,MWO003025,2024-09-28 11:54:26,Material Shortage,4.66,873,262771.12,Resolved,High
DTE004301,MCH0243,LIN001,FAC001,,MWO010081,2024-02-26 00:09:52,Power Failure,2.21,339,335659.17,Resolved,Low
DTE004302,MCH0436,LIN013,FAC005,FLR002932,MWO002982,2024-04-26 18:40:01,Planned Maintenance,3.15,643,100490.25,Resolved,High
DTE004303,MCH0555,LIN021,FAC007,,MWO007922,2024-04-24 01:48:12,Planned Maintenance,9.06,1916,1698578.55,Resolved,High
DTE004304,MCH0468,LIN030,FAC010,,MWO009263,2026-02-18 06:26:46,Material Shortage,7.06,1612,1216209.79,Resolved,Medium
DTE004305,MCH0261,LIN017,FAC006,,MWO003593,2025-05-02 05:12:05,Changeover,3.41,810,236112.04,Resolved,High
DTE004306,MCH0417,LIN001,FAC001,,MWO011218,2023-07-09 15:43:43,Power Failure,2.76,202,193094.57,Resolved,Medium
DTE004307,MCH0476,LIN023,FAC008,,MWO010972,2023-09-30 13:51:30,Tool Change,2.18,140,163557.18,Resolved,Medium
DTE004308,MCH0396,LIN028,FAC010,FLR000227,MWO001986,2026-05-08 03:35:15,Changeover,4.31,291,298651.26,Resolved,Low
DTE004309,MCH0352,LIN027,FAC009,,MWO010985,2023-12-20 18:48:58,Planned Maintenance,3.41,300,259790.26,Open,Low
DTE004310,MCH0375,LIN005,FAC002,,MWO011825,2026-01-09 15:57:35,Power Failure,4.19,702,223469.78,Resolved,High
DTE004311,MCH0525,LIN017,FAC006,FLR001445,MWO000164,2023-02-01 00:37:20,Tool Change,2.58,459,423910.59,Resolved,Low
DTE004312,MCH0031,LIN010,FAC004,FLR000448,MWO002272,2023-02-19 07:22:57,Planned Maintenance,1.48,86,20261.84,Resolved,Medium
DTE004313,MCH0154,LIN006,FAC002,,MWO005012,2024-02-23 05:45:52,Planned Maintenance,0.83,86,44488.52,Resolved,Critical
DTE004314,MCH0297,LIN018,FAC006,,MWO007427,2024-08-25 13:56:53,Quality Hold,2.17,133,48310.44,Resolved,Critical
DTE004315,MCH0348,LIN017,FAC006,,MWO008982,2023-10-10 08:32:53,Power Failure,2.76,212,39936.45,Resolved,Low
DTE004316,MCH0448,LIN016,FAC006,,MWO011869,2024-03-19 20:40:23,Tool Change,0.87,200,41097.07,Resolved,Medium
DTE004317,MCH0305,LIN003,FAC001,,MWO003003,2026-03-19 15:53:16,Planned Maintenance,1.57,183,59535.63,Resolved,Medium
DTE004318,MCH0593,LIN019,FAC007,,MWO003641,2023-02-11 20:27:22,Material Shortage,3.26,632,539345.58,Resolved,Low
DTE004319,MCH0067,LIN005,FAC002,,MWO005476,2023-05-07 21:48:58,Tool Change,0.14,23,16458.45,Resolved,Critical
DTE004320,MCH0504,LIN008,FAC003,,MWO003048,2023-08-04 05:37:29,Planned Maintenance,2.85,176,175314.51,Resolved,High
DTE004321,MCH0226,LIN027,FAC009,,MWO011772,2025-04-16 18:00:16,Material Shortage,9.18,605,173088.44,Resolved,Low
DTE004322,MCH0486,LIN029,FAC010,,MWO008856,2024-09-10 20:50:16,Changeover,3.05,248,129305.57,Open,High
DTE004323,MCH0471,LIN013,FAC005,,MWO003092,2025-02-19 15:55:28,Material Shortage,2.25,471,510208.21,Resolved,Medium
DTE004324,MCH0087,LIN028,FAC010,,MWO008866,2025-06-11 15:18:53,Changeover,10.26,2053,1867369.97,Resolved,Medium
DTE004325,MCH0228,LIN011,FAC004,,MWO005600,2023-05-02 05:24:20,Tool Change,1.3,258,63234.86,Resolved,Low
DTE004326,MCH0298,LIN016,FAC006,,MWO010214,2025-12-09 09:56:59,Quality Hold,4.1,833,531049.68,Resolved,Medium
DTE004327,MCH0302,LIN016,FAC006,FLR001615,MWO001071,2024-12-13 06:09:26,Planned Maintenance,4.67,709,590586.22,Resolved,Medium
DTE004328,MCH0031,LIN010,FAC004,FLR000074,MWO002197,2025-07-28 18:23:34,Power Failure,1.58,217,175314.65,Open,Medium
DTE004329,MCH0411,LIN006,FAC002,,MWO008889,2023-09-29 13:52:25,Changeover,4.4,752,676725.69,Resolved,Medium
DTE004330,MCH0570,LIN005,FAC002,,MWO007030,2023-06-30 13:07:31,Material Shortage,1.09,74,29037.26,Resolved,Medium
DTE004331,MCH0586,LIN014,FAC005,,MWO007353,2025-08-04 05:05:08,Tool Change,0.33,46,30108.54,Resolved,Critical
DTE004332,MCH0295,LIN020,FAC007,,MWO003026,2023-09-06 19:18:57,Power Failure,2.59,598,215088.59,Resolved,Critical
DTE004333,MCH0412,LIN021,FAC007,,MWO008855,2023-05-05 00:18:32,Power Failure,2.57,386,386686.13,Resolved,Critical
DTE004334,MCH0373,LIN011,FAC004,,MWO007915,2024-12-19 05:36:56,Changeover,1.65,326,296151.32,Resolved,High
DTE004335,MCH0119,LIN019,FAC007,,MWO009314,2025-10-21 00:27:00,Planned Maintenance,14.61,2633,1076489.1,Resolved,Medium
DTE004336,MCH0098,LIN002,FAC001,FLR002049,MWO002003,2026-03-31 10:31:23,Power Failure,1.26,171,145525.58,Resolved,Low
DTE004337,MCH0491,LIN021,FAC007,,MWO006592,2023-03-25 19:31:42,Quality Hold,3.5,762,218423.84,Resolved,Low
DTE004338,MCH0452,LIN026,FAC009,,MWO006251,2025-02-17 11:38:40,Material Shortage,0.35,74,88501.96,Resolved,Medium
DTE004339,MCH0390,LIN011,FAC004,FLR000432,MWO002669,2023-07-06 11:02:48,Power Failure,1.04,163,38380.06,Open,Critical
DTE004340,MCH0586,LIN014,FAC005,,MWO006990,2024-09-12 17:07:05,Changeover,1.55,256,179348.32,Resolved,Medium
DTE004341,MCH0115,LIN002,FAC001,,MWO009866,2024-05-02 06:08:07,Material Shortage,0.79,151,84178.84,Resolved,Medium
DTE004342,MCH0053,LIN007,FAC003,,MWO010002,2024-10-29 10:25:16,Power Failure,1.07,104,29706.79,Resolved,Medium
DTE004343,MCH0031,LIN010,FAC004,,MWO006453,2025-03-23 08:15:25,Material Shortage,4.29,800,922531.9,Resolved,Medium
DTE004344,MCH0495,LIN009,FAC003,,MWO005722,2025-01-04 23:18:56,Planned Maintenance,2.73,533,295171.78,Resolved,Medium
DTE004345,MCH0379,LIN027,FAC009,FLR002826,MWO001879,2025-10-31 14:11:50,Tool Change,7.33,1339,764940.86,Resolved,High
DTE004346,MCH0160,LIN018,FAC006,,MWO009689,2025-05-03 05:03:20,Material Shortage,5.81,459,307653.84,Open,Medium
DTE004347,MCH0232,LIN030,FAC010,,MWO011885,2026-04-03 09:22:07,Tool Change,4.64,811,141477.97,Resolved,High
DTE004348,MCH0117,LIN013,FAC005,,MWO011028,2023-05-24 21:24:30,Material Shortage,1.32,177,36438.42,Resolved,High
DTE004349,MCH0177,LIN009,FAC003,FLR000357,MWO002282,2025-04-13 22:25:20,Changeover,0.59,84,15992.72,Resolved,High
DTE004350,MCH0279,LIN001,FAC001,,MWO006611,2025-12-29 20:14:47,Changeover,0.3,55,42639.95,Resolved,High
DTE004351,MCH0060,LIN022,FAC008,,MWO003530,2023-11-09 09:19:43,Tool Change,4.68,839,889386.85,Resolved,Medium
DTE004352,MCH0509,LIN021,FAC007,,MWO010818,2025-06-07 02:44:15,Changeover,0.93,107,24270.35,Resolved,High
DTE004353,MCH0379,LIN027,FAC009,,MWO006640,2024-05-09 08:33:03,Power Failure,2.99,353,103820.18,Resolved,Medium
DTE004354,MCH0513,LIN027,FAC009,,MWO008953,2026-02-04 05:05:13,Material Shortage,1.48,213,60667.88,Resolved,High
DTE004355,MCH0581,LIN004,FAC002,,MWO010074,2023-05-17 03:07:33,Planned Maintenance,0.69,60,24027.41,Resolved,Medium
DTE004356,MCH0462,LIN016,FAC006,FLR002373,MWO000387,2024-05-19 10:10:59,Power Failure,2.54,122,21744.92,Resolved,Low
DTE004357,MCH0413,LIN022,FAC008,FLR000525,MWO000757,2023-12-08 13:02:03,Quality Hold,5.62,862,544230.04,Resolved,Medium
DTE004358,MCH0375,LIN005,FAC002,,MWO009319,2023-07-03 04:08:50,Material Shortage,3.35,789,936966.68,Resolved,Medium
DTE004359,MCH0416,LIN002,FAC001,,MWO007474,2024-12-01 10:19:32,Tool Change,1.25,215,80079.33,Resolved,Medium
DTE004360,MCH0416,LIN002,FAC001,,MWO005812,2024-09-24 02:36:08,Quality Hold,6.31,1394,481142.23,Resolved,Medium
DTE004361,MCH0598,LIN029,FAC010,,MWO006989,2024-05-12 13:56:29,Planned Maintenance,4.91,338,387643.0,Resolved,Medium
DTE004362,MCH0269,LIN002,FAC001,,MWO008520,2023-10-06 04:09:51,Tool Change,7.3,1061,1029707.22,Resolved,Medium
DTE004363,MCH0367,LIN007,FAC003,FLR002605,MWO001256,2025-11-20 07:39:17,Changeover,2.81,377,431020.71,Resolved,Critical
DTE004364,MCH0392,LIN005,FAC002,,MWO006617,2024-05-16 13:09:19,Power Failure,1.66,84,84654.21,Resolved,High
DTE004365,MCH0220,LIN023,FAC008,,MWO008699,2026-06-16 20:54:33,Tool Change,1.77,89,65197.4,Resolved,Critical
DTE004366,MCH0282,LIN001,FAC001,,MWO003081,2025-08-01 17:41:45,Material Shortage,4.3,592,263027.1,Resolved,Low
DTE004367,MCH0567,LIN016,FAC006,,MWO011997,2023-07-10 11:59:29,Planned Maintenance,8.84,2077,2241546.36,Resolved,Low
DTE004368,MCH0279,LIN001,FAC001,,MWO011446,2026-06-29 01:10:15,Changeover,3.38,777,161604.67,Resolved,High
DTE004369,MCH0507,LIN006,FAC002,FLR001586,MWO000637,2025-06-16 20:33:27,Planned Maintenance,7.36,1246,1106564.96,Resolved,High
DTE004370,MCH0019,LIN029,FAC010,,MWO010472,2024-06-13 22:21:11,Power Failure,1.54,132,116731.31,Resolved,Medium
DTE004371,MCH0577,LIN009,FAC003,,MWO006705,2025-07-19 22:15:33,Quality Hold,2.38,160,66309.22,Open,Medium
DTE004372,MCH0089,LIN017,FAC006,,MWO008004,2023-02-18 22:59:30,Material Shortage,0.67,111,96111.57,Resolved,Medium
DTE004373,MCH0595,LIN028,FAC010,,MWO004207,2025-07-10 09:40:05,Power Failure,0.74,133,56509.98,Resolved,Low
DTE004374,MCH0597,LIN012,FAC004,,MWO006027,2025-02-28 14:20:04,Power Failure,1.68,366,288823.34,Resolved,Medium
DTE004375,MCH0525,LIN017,FAC006,,MWO003169,2024-08-26 06:15:41,Quality Hold,0.57,51,20434.29,Resolved,High
DTE004376,MCH0049,LIN007,FAC003,,MWO003438,2024-05-23 14:49:12,Changeover,0.67,60,16245.03,Open,High
DTE004377,MCH0191,LIN025,FAC009,,MWO008084,2024-05-18 04:36:59,Material Shortage,1.31,86,70187.71,Open,High
DTE004378,MCH0220,LIN023,FAC008,,MWO007885,2026-06-24 02:34:39,Quality Hold,3.12,549,633444.67,Resolved,Critical
DTE004379,MCH0156,LIN017,FAC006,,MWO003658,2024-09-01 18:51:36,Material Shortage,3.35,742,809909.68,Resolved,Critical
DTE004380,MCH0185,LIN018,FAC006,,MWO006172,2025-01-24 21:57:13,Quality Hold,4.13,375,374132.24,Resolved,Medium
DTE004381,MCH0210,LIN004,FAC002,,MWO009192,2026-05-16 12:12:10,Quality Hold,6.74,552,415790.68,Resolved,Medium
DTE004382,MCH0241,LIN010,FAC004,,MWO009196,2023-03-04 13:43:33,Changeover,5.3,1242,1035685.84,Resolved,High
DTE004383,MCH0411,LIN006,FAC002,,MWO004574,2023-10-29 08:44:36,Quality Hold,1.67,348,118847.84,Resolved,Medium
DTE004384,MCH0495,LIN009,FAC003,,MWO005356,2023-06-14 08:31:47,Quality Hold,3.8,453,227026.74,Resolved,Low
DTE004385,MCH0369,LIN012,FAC004,FLR002620,MWO001909,2025-10-16 04:27:00,Power Failure,1.54,274,43888.14,Resolved,Low
DTE004386,MCH0587,LIN024,FAC008,,MWO008597,2023-12-19 11:49:21,Changeover,2.07,206,60335.73,Resolved,High
DTE004387,MCH0580,LIN007,FAC003,,MWO004567,2023-09-07 19:35:24,Changeover,3.44,632,713486.69,Resolved,Medium
DTE004388,MCH0045,LIN029,FAC010,,MWO011233,2026-06-06 22:14:07,Quality Hold,1.71,119,85301.38,Resolved,High
DTE004389,MCH0069,LIN018,FAC006,,MWO003780,2024-09-18 13:35:11,Quality Hold,6.58,352,150204.02,Resolved,Critical
DTE004390,MCH0500,LIN025,FAC009,,MWO003518,2026-01-28 13:13:25,Planned Maintenance,8.06,828,154841.1,Resolved,Low
DTE004391,MCH0061,LIN026,FAC009,,MWO004026,2026-01-14 05:28:56,Material Shortage,2.63,218,115855.64,Resolved,Medium
DTE004392,MCH0021,LIN007,FAC003,,MWO008875,2025-06-25 08:51:05,Changeover,0.36,15,3564.78,Resolved,High
DTE004393,MCH0576,LIN020,FAC007,,MWO004594,2024-04-10 08:05:57,Quality Hold,0.85,127,42690.78,Resolved,Medium
DTE004394,MCH0495,LIN009,FAC003,,MWO007111,2025-12-11 15:19:35,Material Shortage,2.5,220,259749.98,Resolved,Low
DTE004395,MCH0549,LIN013,FAC005,FLR002230,MWO002608,2024-11-16 20:44:53,Power Failure,4.02,618,407891.07,Resolved,Medium
DTE004396,MCH0322,LIN010,FAC004,FLR001231,MWO002320,2023-09-13 09:00:32,Power Failure,1.88,305,116344.0,Resolved,Low
DTE004397,MCH0317,LIN021,FAC007,,MWO010246,2023-08-17 04:40:30,Material Shortage,0.11,9,9271.91,Resolved,High
DTE004398,MCH0025,LIN017,FAC006,,MWO006572,2025-08-25 09:04:20,Quality Hold,3.35,500,323289.07,Resolved,Medium
DTE004399,MCH0296,LIN026,FAC009,FLR000855,MWO000332,2025-01-02 02:49:34,Changeover,4.5,352,230493.68,Resolved,Medium
DTE004400,MCH0149,LIN004,FAC002,,MWO003267,2024-04-06 09:12:42,Planned Maintenance,3.56,553,300950.34,Resolved,High
DTE004401,MCH0538,LIN003,FAC001,,MWO007586,2026-02-01 18:19:12,Planned Maintenance,1.06,229,163925.84,Resolved,High
DTE004402,MCH0099,LIN011,FAC004,FLR000245,MWO002867,2023-01-23 06:06:23,Power Failure,3.44,741,331282.96,Resolved,Medium
DTE004403,MCH0026,LIN006,FAC002,,MWO008286,2023-04-14 01:11:49,Tool Change,6.84,481,418614.53,Open,High
DTE004404,MCH0339,LIN019,FAC007,,MWO007334,2023-10-07 05:59:07,Tool Change,1.31,95,65898.04,Resolved,Medium
DTE004405,MCH0383,LIN005,FAC002,,MWO010179,2026-01-31 19:26:43,Material Shortage,3.86,284,48986.78,Resolved,Medium
DTE004406,MCH0419,LIN008,FAC003,,MWO009069,2026-05-25 12:18:51,Tool Change,0.45,74,62391.95,Resolved,High
DTE004407,MCH0436,LIN013,FAC005,,MWO008918,2023-07-13 20:23:45,Power Failure,0.36,80,91760.65,Resolved,Low
DTE004408,MCH0071,LIN024,FAC008,,MWO005404,2025-07-20 23:34:08,Power Failure,11.96,1680,1431209.79,Open,Low
DTE004409,MCH0476,LIN023,FAC008,,MWO007234,2026-01-31 01:54:54,Material Shortage,1.28,179,48803.8,Open,Medium
DTE004410,MCH0362,LIN007,FAC003,,MWO004408,2024-07-04 02:40:21,Changeover,2.34,481,74677.58,Resolved,Medium
DTE004411,MCH0254,LIN013,FAC005,,MWO011557,2023-10-04 16:33:11,Planned Maintenance,11.79,2479,2469605.54,Resolved,High
DTE004412,MCH0228,LIN011,FAC004,,MWO003877,2025-09-08 08:42:33,Planned Maintenance,4.42,709,800308.45,Resolved,High
DTE004413,MCH0079,LIN008,FAC003,,MWO004984,2024-05-23 02:20:24,Material Shortage,2.38,428,168020.64,Open,High
DTE004414,MCH0020,LIN001,FAC001,FLR000147,MWO000877,2025-01-27 01:21:54,Tool Change,3.98,328,390040.16,Resolved,High
DTE004415,MCH0158,LIN027,FAC009,,MWO005925,2025-12-21 16:32:27,Planned Maintenance,6.34,1440,1494525.96,Resolved,Medium
DTE004416,MCH0384,LIN021,FAC007,,MWO003985,2024-07-06 18:33:03,Material Shortage,3.97,495,361655.69,Resolved,Medium
DTE004417,MCH0431,LIN023,FAC008,,MWO004064,2024-08-13 18:19:47,Changeover,6.55,680,791104.33,Resolved,High
DTE004418,MCH0186,LIN010,FAC004,,MWO011339,2024-04-03 07:52:20,Tool Change,0.42,59,45674.06,Resolved,Medium
DTE004419,MCH0146,LIN004,FAC002,,MWO008943,2026-02-10 06:54:57,Changeover,1.52,123,53446.51,Resolved,Critical
DTE004420,MCH0065,LIN005,FAC002,FLR002700,MWO002624,2023-09-20 17:11:43,Quality Hold,9.81,995,185565.54,Resolved,Medium
DTE004421,MCH0299,LIN014,FAC005,FLR000124,MWO001306,2024-03-22 10:43:07,Material Shortage,4.5,242,89748.69,Resolved,Critical
DTE004422,MCH0214,LIN018,FAC006,,MWO003798,2024-12-22 07:12:10,Power Failure,4.6,363,345856.62,Resolved,Critical
DTE004423,MCH0311,LIN023,FAC008,FLR001224,MWO000373,2024-05-22 07:04:16,Material Shortage,8.87,745,872232.1,Resolved,Medium
DTE004424,MCH0358,LIN027,FAC009,,MWO003293,2026-03-03 06:15:15,Material Shortage,0.2,32,18288.74,Resolved,High
DTE004425,MCH0595,LIN028,FAC010,FLR002677,MWO001419,2024-07-21 02:44:42,Tool Change,1.07,98,103543.37,Resolved,Critical
DTE004426,MCH0138,LIN003,FAC001,,MWO008001,2026-04-24 12:12:18,Changeover,4.69,700,356437.77,Resolved,High
DTE004427,MCH0334,LIN018,FAC006,,MWO007739,2024-01-29 02:16:08,Material Shortage,11.46,1329,918319.13,Resolved,Medium
DTE004428,MCH0220,LIN023,FAC008,FLR000873,MWO000192,2024-03-01 23:48:37,Material Shortage,0.23,41,15864.34,Resolved,Medium
DTE004429,MCH0360,LIN028,FAC010,,MWO005349,2023-08-30 14:43:06,Power Failure,0.81,187,72343.7,Resolved,Low
DTE004430,MCH0362,LIN007,FAC003,,MWO008678,2023-06-13 17:17:53,Changeover,4.38,882,369450.93,Resolved,Critical
DTE004431,MCH0015,LIN014,FAC005,,MWO009284,2023-01-24 12:26:14,Tool Change,7.57,1254,806297.0,Resolved,High
